election_name,method,n_cands,sigma_UM_worst_case_asin,sigma_UM_average_asin,sigma_UM_worst_case_odds,sigma_UM_average_odds,sigma_UM_winner_set_worst_case_asin,sigma_UM_winner_set_average_asin,sigma_UM_winner_set_worst_case_odds,sigma_UM_winner_set_average_odds,sigma_IIA_worst_case,sigma_IIA_average,sigma_IIA_all_subset_worst_case,sigma_IIA_all_subset_average,sigma_IIA_winner_set_worst_case,sigma_IIA_winner_set_average
east_ayrshire_2022_ward7,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sc_borders_2017_ward6,borda,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sc_borders_2017_ward6,3-approval,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sc_borders_2017_ward6,2-approval,6,0.8286786102751864,0.9885785740183458,0.8679555738379268,0.9911970382558618,0.8286786102751864,0.9809642900305763,0.8679555738379268,0.9853283970931029,0.9,0.9666666666666667,0.0,0.9447916666666667,1.0,0.8333333333333334
sc_borders_2017_ward6,plurality,6,0.8286786102751864,0.9885785740183458,0.8679555738379268,0.9911970382558618,0.8286786102751864,0.9809642900305763,0.8679555738379268,0.9853283970931029,0.9,0.9833333333333333,0.0,0.9567708333333333,1.0,1.0
sc_borders_2017_ward6,stv,6,0.8286786102751864,0.9885785740183458,0.8679555738379268,0.9911970382558618,0.8286786102751864,0.9809642900305763,0.8679555738379268,0.9853283970931029,0.9,0.95,0.0,0.9536458333333333,1.0,1.0
sc_borders_2017_ward6,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
highland_2017_ward15,borda,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.95,0.0,0.9041666666666667,1.0,0.9166666666666666
highland_2017_ward15,3-approval,6,0.8938764131247497,0.9929250942083168,0.9464114832535888,0.9964274322169059,1.0,1.0,1.0,1.0,0.9,0.9333333333333333,0.0,0.9052083333333333,1.0,0.7222222222222222
highland_2017_ward15,2-approval,6,0.8088111064528153,0.975150053241116,0.8390596745027126,0.9794908423852227,0.8088111064528153,0.9585834220685268,0.8390596745027126,0.9658180706420375,0.7,0.8833333333333333,0.0,0.7807291666666667,1.0,0.7222222222222222
highland_2017_ward15,plurality,6,0.8088111064528153,0.9696474238281,0.8390596745027126,0.9772987082781949,0.8088111064528153,0.9585834220685268,0.8390596745027126,0.9658180706420377,1.0,1.0,0.0,0.9088541666666666,1.0,1.0
highland_2017_ward15,stv,6,0.8088111064528153,0.9696474238281,0.8390596745027126,0.9772987082781949,0.8088111064528153,0.9585834220685268,0.8390596745027126,0.9658180706420377,0.7,0.95,0.0,0.8833333333333333,1.0,0.9166666666666666
highland_2017_ward15,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
falkirk_2017_ward2,borda,6,0.9591875657966608,0.9972791710531107,0.991825128843078,0.9994550085895386,0.9591875657966608,0.995465285088518,0.991825128843078,0.9990916809825643,1.0,1.0,1.0,1.0,1.0,1.0
falkirk_2017_ward2,3-approval,6,0.9591875657966608,0.9972791710531107,0.991825128843078,0.9994550085895386,0.9591875657966608,0.995465285088518,0.991825128843078,0.9990916809825643,0.9,0.95,0.0,0.8651041666666667,1.0,1.0
falkirk_2017_ward2,2-approval,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9666666666666667,0.0,0.8692708333333333,1.0,1.0
falkirk_2017_ward2,plurality,6,0.760403516666833,0.9666396656246375,0.7619871089451346,0.9698635617038895,0.760403516666833,0.9489341576192112,0.7619871089451346,0.9506809218572516,0.6,0.9,0.0,0.8265625000000001,1.0,0.8333333333333334
falkirk_2017_ward2,stv,6,0.7800039019060689,0.9826127645135153,0.7941411877701297,0.9857310877742139,0.9591875657966608,0.995465285088518,0.991825128843078,0.9990916809825643,0.7,0.9333333333333333,0.0,0.8791666666666667,1.0,0.9166666666666666
falkirk_2017_ward2,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
angus_2012_ward7,borda,6,0.9097514363924266,0.9865442528493152,0.960856916159746,0.9952188674071215,0.9594764220920553,0.9949345527615069,0.9919398173025255,0.9989924771628157,0.9,0.9666666666666667,0.8333333333333334,0.9916666666666667,1.0,1.0
angus_2012_ward7,3-approval,6,0.9097514363924266,0.9865442528493152,0.960856916159746,0.9952188674071215,0.9594764220920553,0.9949345527615069,0.9919398173025255,0.9989924771628157,0.9,0.95,0.6666666666666667,0.9666666666666667,1.0,0.8333333333333334
angus_2012_ward7,2-approval,6,0.9594764220920553,0.9972984281394704,0.9919398173025255,0.999462654486835,0.9594764220920553,0.9949345527615069,0.9919398173025255,0.9989924771628157,0.9,0.9833333333333333,0.0,0.88125,1.0,1.0
angus_2012_ward7,plurality,6,0.9097514363924266,0.9865442528493152,0.960856916159746,0.9952188674071215,0.9594764220920553,0.9949345527615069,0.9919398173025255,0.9989924771628157,0.9,0.9666666666666667,0.0,0.8901041666666667,1.0,1.0
angus_2012_ward7,stv,6,0.9097514363924266,0.9865442528493152,0.960856916159746,0.9952188674071215,0.9594764220920553,0.9949345527615069,0.9919398173025255,0.9989924771628157,0.8,0.95,0.0,0.8885416666666667,1.0,1.0
angus_2012_ward7,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
south_lanarkshire_2012_ward20,borda,6,0.9518347137985499,0.9967889809199034,0.9886385154326833,0.9992425676955122,1.0,1.0,1.0,1.0,0.9,0.9833333333333333,0.6666666666666667,0.9880208333333333,1.0,1.0
south_lanarkshire_2012_ward20,3-approval,6,0.9518347137985499,0.9967889809199034,0.9886385154326833,0.9992425676955122,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.984375,1.0,1.0
south_lanarkshire_2012_ward20,2-approval,6,0.9518347137985499,0.9967889809199034,0.9886385154326833,0.9992425676955122,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666667,0.9739583333333334,1.0,1.0
south_lanarkshire_2012_ward20,plurality,6,0.8102157909968231,0.9736009068369625,0.8411640953716691,0.9810625112183744,1.0,1.0,1.0,1.0,0.8,0.9666666666666667,0.0,0.903125,1.0,1.0
south_lanarkshire_2012_ward20,stv,6,0.8419630977590669,0.9862531874371745,0.8861350574712643,0.9916515715269298,1.0,1.0,1.0,1.0,0.9,0.9666666666666667,0.0,0.9291666666666667,1.0,1.0
south_lanarkshire_2012_ward20,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aberdeenshire_2012_ward6,borda,6,0.9221593640475652,0.9948106242698377,0.970684039087948,0.9980456026058632,0.9221593640475652,0.9913510404497295,0.970684039087948,0.9967426710097721,1.0,1.0,0.6666666666666667,0.9895833333333334,1.0,1.0
aberdeenshire_2012_ward6,3-approval,6,0.9221593640475652,0.9948106242698377,0.970684039087948,0.9980456026058632,0.9221593640475652,0.9913510404497295,0.970684039087948,0.9967426710097721,0.9,0.9833333333333333,0.8333333333333334,0.9932291666666667,1.0,0.9444444444444443
aberdeenshire_2012_ward6,2-approval,6,0.9221593640475652,0.9948106242698377,0.970684039087948,0.9980456026058632,0.9221593640475652,0.9913510404497295,0.970684039087948,0.9967426710097721,0.9,0.9666666666666667,0.6666666666666667,0.9864583333333333,1.0,0.9166666666666666
aberdeenshire_2012_ward6,plurality,6,0.7272791710758834,0.9818186114050589,0.7056667606427968,0.9803777840428531,1.0,1.0,1.0,1.0,0.9,0.9666666666666667,0.0,0.8979166666666667,1.0,0.9444444444444445
aberdeenshire_2012_ward6,stv,6,0.7272791710758834,0.9766292356748967,0.7056667606427968,0.9784233866487163,0.9221593640475652,0.9913510404497295,0.970684039087948,0.9967426710097721,0.9,0.95,0.0,0.89375,1.0,0.9166666666666666
aberdeenshire_2012_ward6,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
east_dunbartonshire_2022_ward2,borda,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9791666666666666,1.0,1.0
east_dunbartonshire_2022_ward2,3-approval,6,0.8813802813937439,0.992092018759583,0.9336413271734564,0.9955760884782304,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.9921875,1.0,1.0
east_dunbartonshire_2022_ward2,2-approval,6,0.8098509357102802,0.9767993673981136,0.8406183368869936,0.9817992120794552,0.8421395752614242,0.9824599528068249,0.8863698443048346,0.9873744271449816,0.9,0.9333333333333333,0.0,0.8375,1.0,0.9444444444444445
east_dunbartonshire_2022_ward2,plurality,6,0.735509851666716,0.9340149161899362,0.7198356369069855,0.9405519289568961,0.735509851666716,0.9028630125123187,0.7198356369069855,0.9079315209160997,0.7,0.9166666666666666,0.0,0.7994791666666667,1.0,0.8333333333333334
east_dunbartonshire_2022_ward2,stv,6,0.735509851666716,0.9514637995251063,0.7198356369069855,0.9589146042804904,0.8098509357102802,0.9660341739942727,0.8406183368869936,0.9752792869995037,0.8,0.9166666666666666,0.0,0.8463541666666667,1.0,1.0
east_dunbartonshire_2022_ward2,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aberdeen_2022_ward7,borda,6,0.8492645537588529,0.9856947324937767,0.8956943602183138,0.9917230924830227,1.0,1.0,1.0,1.0,0.9,0.95,0.0,0.89375,1.0,1.0
aberdeen_2022_ward7,3-approval,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9333333333333333,0.0,0.853125,1.0,1.0
aberdeen_2022_ward7,2-approval,6,0.8492645537588529,0.9817692038616214,0.8956943602183138,0.9905952994330475,1.0,1.0,1.0,1.0,0.8,0.9333333333333333,0.0,0.8244791666666667,1.0,1.0
aberdeen_2022_ward7,plurality,6,0.744420560247638,0.9550605441624628,0.7350601295097132,0.9617107597428153,0.7911059779127825,0.9534986224654785,0.811823802163833,0.9656223629591685,0.7,0.8666666666666667,0.0,0.7921875,1.0,0.9166666666666666
aberdeen_2022_ward7,stv,6,0.744420560247638,0.9550605441624628,0.7350601295097132,0.9617107597428153,0.7911059779127825,0.9534986224654785,0.811823802163833,0.9656223629591685,0.7,0.9,0.0,0.8057291666666666,1.0,0.9166666666666666
aberdeen_2022_ward7,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
south_ayrshire_2012_ward2,borda,6,0.9489977600317336,0.9965998506687822,0.9872724058688351,0.9991514937245891,1.0,1.0,1.0,1.0,0.9,0.95,0.0,0.9302083333333333,1.0,1.0
south_ayrshire_2012_ward2,3-approval,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.95,0.0,0.940625,1.0,1.0
south_ayrshire_2012_ward2,2-approval,6,0.8965945675443338,0.9931063045029556,0.9490291262135921,0.9966019417475728,0.8965945675443338,0.9870743209430417,0.9490291262135921,0.993628640776699,0.9,0.95,0.0,0.8885416666666667,1.0,0.8333333333333334
south_ayrshire_2012_ward2,plurality,6,0.8913976216168089,0.9733860991537239,0.9439737160643265,0.9888381573068159,1.0,1.0,1.0,1.0,0.7,0.8666666666666667,0.0,0.7479166666666666,1.0,0.9444444444444443
south_ayrshire_2012_ward2,stv,6,0.8913976216168089,0.9733860991537239,0.9439737160643265,0.9888381573068159,1.0,1.0,1.0,1.0,0.7,0.8666666666666667,0.0,0.7531249999999999,1.0,0.9444444444444443
south_ayrshire_2012_ward2,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dumgal_2012_ward3,borda,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9833333333333333,0.6666666666666667,0.9880208333333333,1.0,1.0
dumgal_2012_ward3,3-approval,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.9973958333333334,1.0,1.0
dumgal_2012_ward3,2-approval,6,0.913858401155354,0.9942572267436902,0.964255319148936,0.9976170212765958,1.0,1.0,1.0,1.0,0.7,0.9,0.0,0.9307291666666666,1.0,1.0
dumgal_2012_ward3,plurality,6,0.913858401155354,0.9942572267436902,0.964255319148936,0.9976170212765958,1.0,1.0,1.0,1.0,0.8,0.9333333333333333,0.0,0.9208333333333334,1.0,1.0
dumgal_2012_ward3,stv,6,0.913858401155354,0.9942572267436902,0.964255319148936,0.9976170212765958,1.0,1.0,1.0,1.0,0.9,0.95,0.0,0.9328125,1.0,1.0
dumgal_2012_ward3,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
south_ayrshire_2017_ward3,borda,6,0.9238829694096409,0.9949255312939761,0.9719438877755511,0.9981295925183701,0.9238829694096409,0.9904853711762052,0.9719438877755511,0.9964929859719439,1.0,1.0,0.0,0.9791666666666666,1.0,1.0
south_ayrshire_2017_ward3,3-approval,6,0.8441549970070704,0.9845358644277807,0.889038203110002,0.9907321393923701,0.9238829694096409,0.9904853711762052,0.9719438877755511,0.9964929859719439,0.8,0.9333333333333333,0.0,0.9234375,1.0,0.8333333333333334
south_ayrshire_2017_ward3,2-approval,6,0.9238829694096409,0.9949255312939761,0.9719438877755511,0.9981295925183701,0.9238829694096409,0.9904853711762052,0.9719438877755511,0.9964929859719439,0.9,0.9833333333333333,0.0,0.8864583333333333,1.0,1.0
south_ayrshire_2017_ward3,plurality,6,0.7524832608154641,0.9213022602006635,0.7487115692198331,0.9287826967201436,0.9238829694096409,0.9904853711762052,0.9719438877755511,0.9964929859719439,0.8,0.9166666666666666,0.0,0.7708333333333334,1.0,1.0
south_ayrshire_2017_ward3,stv,6,0.7524832608154641,0.9341915580097447,0.7487115692198331,0.9397279703519844,0.9238829694096409,0.9904853711762052,0.9719438877755511,0.9964929859719439,0.8,0.8833333333333333,0.0,0.7937500000000001,1.0,1.0
south_ayrshire_2017_ward3,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
north_ayrshire_2022_kilwinning,borda,6,0.8821914637546,0.99214609758364,0.9345061835917089,0.9956337455727806,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9505208333333334,1.0,1.0
north_ayrshire_2022_kilwinning,3-approval,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
north_ayrshire_2022_kilwinning,2-approval,6,0.8821914637546,0.99214609758364,0.9345061835917089,0.9956337455727806,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9583333333333334,1.0,1.0
north_ayrshire_2022_kilwinning,plurality,6,0.5911803010486282,0.932255072979848,0.47196819085487085,0.9275228507577383,0.7439318223683107,0.9532654107653638,0.7342286071205496,0.9585918488390323,0.7,0.9,0.0,0.8265625000000001,1.0,0.9444444444444443
north_ayrshire_2022_kilwinning,stv,6,0.7439318223683107,0.9595097195766062,0.7342286071205496,0.9627249713674136,0.7439318223683107,0.9532654107653638,0.7342286071205496,0.9585918488390323,0.7,0.9166666666666666,0.0,0.8802083333333334,1.0,0.9444444444444443
north_ayrshire_2022_kilwinning,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
east_renfrewshire_2012_ward6,borda,6,0.9424184204772795,0.9961612280318186,0.9838146036417141,0.9989209735761143,0.9424184204772795,0.9936020467196978,0.9838146036417141,0.9982016226268572,0.9,0.9833333333333333,0.6666666666666667,0.9854166666666667,1.0,0.9166666666666666
east_renfrewshire_2012_ward6,3-approval,6,0.9424184204772795,0.9961612280318186,0.9838146036417141,0.9989209735761143,0.9424184204772795,0.9936020467196978,0.9838146036417141,0.9982016226268572,1.0,1.0,0.8333333333333334,0.9973958333333334,1.0,1.0
east_renfrewshire_2012_ward6,2-approval,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9583333333333334,1.0,1.0
east_renfrewshire_2012_ward6,plurality,6,0.9424184204772795,0.9961612280318186,0.9838146036417141,0.9989209735761143,0.9424184204772795,0.9936020467196978,0.9838146036417141,0.9982016226268572,0.9,0.95,0.0,0.9302083333333333,1.0,0.9166666666666666
east_renfrewshire_2012_ward6,stv,6,0.8401321318330335,0.9855033701540209,0.8836884387006638,0.9911668694894918,0.9424184204772795,0.9936020467196978,0.9838146036417141,0.9982016226268572,0.8,0.95,0.0,0.9015625,1.0,0.9166666666666666
east_renfrewshire_2012_ward6,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
east_dunbartonshire_2012_ward6,borda,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
east_dunbartonshire_2012_ward6,3-approval,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
east_dunbartonshire_2012_ward6,2-approval,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
east_dunbartonshire_2012_ward6,plurality,6,0.7665755206408778,0.9699571349286272,0.7722273143904674,0.9713887977035505,1.0,1.0,1.0,1.0,0.9,0.9666666666666667,0.0,0.9109375,1.0,1.0
east_dunbartonshire_2012_ward6,stv,6,0.7665755206408778,0.9699571349286272,0.7722273143904674,0.9713887977035505,1.0,1.0,1.0,1.0,0.8,0.9333333333333333,0.0,0.9026041666666667,1.0,1.0
east_dunbartonshire_2012_ward6,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
north_lanarkshire_2017_ward5,borda,6,0.8513747729527253,0.9721723862279119,0.8983968353112639,0.9819958526052416,1.0,1.0,1.0,1.0,0.7,0.9333333333333333,0.0,0.9104166666666667,1.0,1.0
north_lanarkshire_2017_ward5,3-approval,6,0.8513747729527253,0.9900916515301817,0.8983968353112639,0.9932264556874176,1.0,1.0,1.0,1.0,0.9,0.9833333333333333,0.0,0.9567708333333333,1.0,1.0
north_lanarkshire_2017_ward5,2-approval,6,0.8712284888021696,0.9914152325868113,0.9224119755429054,0.9948274650361937,1.0,1.0,1.0,1.0,0.9,0.9666666666666667,0.0,0.8953125,1.0,1.0
north_lanarkshire_2017_ward5,plurality,6,0.6677561330427386,0.9075592774536589,0.6018973998594519,0.9152120932036626,0.6934283055052828,0.9204408261482809,0.6467401119739933,0.9318456567627599,0.6,0.8666666666666667,0.0,0.7140624999999999,1.0,0.8333333333333334
north_lanarkshire_2017_ward5,stv,6,0.6934283055052828,0.9297088685841429,0.6467401119739933,0.9417522665463659,0.6934283055052828,0.9204408261482809,0.6467401119739933,0.9318456567627597,0.6,0.8833333333333333,0.0,0.7625,1.0,0.8333333333333334
north_lanarkshire_2017_ward5,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aberdeenshire_2017_ward12,borda,6,0.9701733675219985,0.9980115578347999,0.9956226745458526,0.9997081783030569,0.9701733675219985,0.9962716709402498,0.9956226745458526,0.9994528343182316,1.0,1.0,1.0,1.0,1.0,1.0
aberdeenshire_2017_ward12,3-approval,6,0.9255901412784029,0.9930509005866933,0.9731659813893098,0.997919243729011,0.9701733675219985,0.9962716709402498,0.9956226745458526,0.9994528343182316,1.0,1.0,0.0,0.9375,1.0,1.0
aberdeenshire_2017_ward12,2-approval,6,0.9701733675219985,0.9980115578347999,0.9956226745458526,0.9997081783030569,0.9701733675219985,0.9962716709402498,0.9956226745458526,0.9994528343182316,1.0,1.0,0.6666666666666667,0.9479166666666666,1.0,1.0
aberdeenshire_2017_ward12,plurality,6,0.8570596735544186,0.9800645349659979,0.9055381400208986,0.9884276128630086,0.9701733675219985,0.9962716709402498,0.9956226745458526,0.9994528343182316,0.8,0.9,0.0,0.8578125,1.0,0.9444444444444445
aberdeenshire_2017_ward12,stv,6,0.8737349834135522,0.98959389006237,0.9252533783783786,0.9947250701949488,0.9701733675219985,0.9962716709402498,0.9956226745458526,0.9994528343182316,0.8,0.9333333333333333,0.0,0.8869791666666667,1.0,0.9444444444444445
aberdeenshire_2017_ward12,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aberdeenshire_2017_ward2,borda,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666667,0.9947916666666666,1.0,1.0
aberdeenshire_2017_ward2,3-approval,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.9921875,1.0,1.0
aberdeenshire_2017_ward2,2-approval,6,0.8761861073044991,0.9917457404869665,0.9279887482419126,0.9951992498827942,1.0,1.0,1.0,1.0,0.9,0.95,0.0,0.9380208333333333,1.0,1.0
aberdeenshire_2017_ward2,plurality,6,0.8761861073044991,0.9917457404869665,0.9279887482419126,0.9951992498827942,1.0,1.0,1.0,1.0,0.8,0.95,0.0,0.9328125,1.0,0.9166666666666666
aberdeenshire_2017_ward2,stv,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9333333333333333,0.33333333333333337,0.9416666666666667,1.0,0.9166666666666666
aberdeenshire_2017_ward2,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
south_lanarkshire_2017_ward16,borda,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
south_lanarkshire_2017_ward16,3-approval,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
south_lanarkshire_2017_ward16,2-approval,6,0.9226970004805641,0.9898292206503608,0.9710798122065728,0.9962427573858444,0.9247413092748479,0.9916379232527608,0.9725615485810938,0.9969512831756772,0.9,0.95,0.0,0.8989583333333333,1.0,0.8333333333333334
south_lanarkshire_2017_ward16,plurality,6,0.9226970004805641,0.9898292206503608,0.9710798122065728,0.9962427573858444,0.9247413092748479,0.9916379232527608,0.9725615485810938,0.9969512831756772,0.9,0.9666666666666667,0.0,0.9161458333333333,1.0,1.0
south_lanarkshire_2017_ward16,stv,6,0.9226970004805641,0.9898292206503608,0.9710798122065728,0.9962427573858444,0.9247413092748479,0.9916379232527608,0.9725615485810938,0.9969512831756772,0.9,0.9666666666666667,0.0,0.91875,1.0,1.0
south_lanarkshire_2017_ward16,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
renfrewshire_2012_ward10,borda,6,0.967436731202035,0.997829115413469,0.9947854941929367,0.999652366279529,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9713541666666666,1.0,1.0
renfrewshire_2012_ward10,3-approval,6,0.967436731202035,0.997829115413469,0.9947854941929367,0.999652366279529,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9635416666666666,1.0,1.0
renfrewshire_2012_ward10,2-approval,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9666666666666667,0.0,0.9395833333333333,1.0,1.0
renfrewshire_2012_ward10,plurality,6,0.9182550593530033,0.9923794527036693,0.9677343932663082,0.9975013258306162,1.0,1.0,1.0,1.0,0.8,0.9333333333333333,0.0,0.9026041666666667,1.0,1.0
renfrewshire_2012_ward10,stv,6,0.9182550593530033,0.9923794527036693,0.9677343932663082,0.9975013258306162,1.0,1.0,1.0,1.0,0.8,0.95,0.0,0.909375,1.0,1.0
renfrewshire_2012_ward10,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
south_lanarkshire_2012_ward10,borda,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9666666666666667,0.6666666666666667,0.9760416666666667,1.0,0.9166666666666666
south_lanarkshire_2012_ward10,3-approval,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.9791666666666666,1.0,1.0
south_lanarkshire_2012_ward10,2-approval,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9333333333333333,0.0,0.9182291666666667,1.0,0.8333333333333334
south_lanarkshire_2012_ward10,plurality,6,0.9336568466088043,0.9916105454333165,0.9785900783289817,0.9974214421659404,0.9336568466088043,0.9860175757221943,0.9785900783289817,0.9957024036099009,0.8,0.9333333333333333,0.0,0.8947916666666667,1.0,0.9166666666666666
south_lanarkshire_2012_ward10,stv,6,0.9336568466088043,0.9916105454333165,0.9785900783289817,0.9974214421659404,0.9336568466088043,0.9860175757221943,0.9785900783289817,0.9957024036099009,0.8,0.9166666666666666,0.0,0.890625,1.0,0.861111111111111
south_lanarkshire_2012_ward10,ranked-pairs,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
south_ayrshire_2017_ward1,borda,6,0.9694471335883384,0.9979631422392227,0.9954075774971298,0.9996938384998086,0.9694471335883384,0.9961808916985423,0.9954075774971298,0.9994259471871412,0.9,0.9666666666666667,0.9,0.996875,1.0,0.9444444444444443
south_ayrshire_2017_ward1,3-approval,6,0.9018320650378676,0.9914186132417471,0.9539066891512087,0.9966209511098892,0.9018320650378676,0.9877290081297334,0.9539066891512087,0.9942383361439011,0.9,0.9833333333333333,0.5,0.9776041666666667,1.0,0.9444444444444445
south_ayrshire_2017_ward1,2-approval,6,0.9018320650378676,0.9903148016110883,0.9539066891512087,0.99620226759339,0.9528899591284579,0.9941112448910572,0.9891273247496424,0.9986409155937053,0.9,0.9666666666666667,0.0,0.903125,1.0,1.0
south_ayrshire_2017_ward1,plurality,6,0.9528899591284579,0.9968593306085638,0.9891273247496424,0.9992751549833094,0.9528899591284579,0.9941112448910572,0.9891273247496424,0.9986409155937053,0.9,0.9333333333333333,0.0,0.9078125,1.0,0.9444444444444443
south_ayrshire_2017_ward1,stv,6,0.9528899591284579,0.9948224728477865,0.9891273247496424,0.9989689934831181,0.9694471335883384,0.9961808916985423,0.9954075774971298,0.9994259471871412,0.8,0.9166666666666666,0.0,0.8828125,1.0,0.9444444444444443
south_ayrshire_2017_ward1,ranked-pairs,6,0.9694471335883384,0.9979631422392227,0.9954075774971298,0.9996938384998086,0.9694471335883384,0.9961808916985423,0.9954075774971298,0.9994259471871412,0.9,0.9833333333333333,0.0,0.959375,1.0,0.9444444444444443
aberdeenshire_2012_ward9,borda,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aberdeenshire_2012_ward9,3-approval,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aberdeenshire_2012_ward9,2-approval,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
