metric_iia,metric_um,rule,tiebreak,candidate_size,iia_L,iia_U,um_L,um_U,n_pairs,sizes_used,overlap_counts_by_size
sigma_IIA_winner_set_average,sigma_UM_winner_set_worst_case_asin,stv,lex,5.0,0.9290909090909094,0.9563636363636369,0.9202105621796911,0.9633103250521898,110,"[""5""]","{""5"": 110}"
sigma_IIA_winner_set_average,sigma_UM_winner_set_worst_case_asin,stv,lex,6.0,0.9265582655826552,0.9455284552845522,0.9067223443384536,0.9391410144716624,205,"[""6""]","{""6"": 205}"
sigma_IIA_winner_set_average,sigma_UM_winner_set_worst_case_asin,stv,lex,7.0,0.9303022627490706,0.9441489361702121,0.8969907139206876,0.9255410327716632,282,"[""7""]","{""7"": 282}"
sigma_IIA_winner_set_average,sigma_UM_winner_set_worst_case_asin,stv,lex,8.0,0.9420793075684385,0.9542572463768122,0.8896234676459787,0.9218606723294706,207,"[""8""]","{""8"": 207}"
sigma_IIA_winner_set_average,sigma_UM_winner_set_worst_case_asin,stv,lex,9.0,0.932360326428122,0.9514281230382918,0.8804354277481545,0.9240117842057081,118,"[""9""]","{""9"": 118}"
sigma_IIA_winner_set_average,sigma_UM_winner_set_worst_case_asin,stv,lex,10.0,0.9427536231884057,0.9661850845410632,0.8725436665199043,0.932059755935125,69,"[""10""]","{""10"": 69}"
sigma_IIA_winner_set_average,sigma_UM_winner_set_worst_case_asin,stv,lex,11.0,0.9574592074592071,0.9831002331002328,0.8956040256663915,0.9704629717591299,26,"[""11""]","{""11"": 26}"
sigma_IIA_winner_set_average,sigma_UM_winner_set_worst_case_asin,stv,lex,12.0,0.9496527777777779,0.9687500000000001,0.7403501635157796,0.9082252342935825,8,"[""12""]","{""12"": 8}"
sigma_IIA_winner_set_average,sigma_UM_winner_set_worst_case_asin,stv,lex,13.0,0.9444444444444445,0.9743589743589745,0.8806451733094195,1.0,6,"[""13""]","{""13"": 6}"
sigma_IIA_winner_set_average,sigma_UM_winner_set_worst_case_asin,stv,lex,14.0,0.9761904761904762,0.9761904761904762,0.7658752732437664,0.7658752732437664,1,"[""14""]","{""14"": 1}"
