VoteKit PreferenceProfile
Candidates
(Zohran Kwame Mamdani:Zo),(overvote:ov),(Jessica Ramos:Je),(Write-in:Wr),(Paperboy Love Prince:Pa),(Michael Blake:Mi),(Zellnor Myrie:Ze),(Whitney R. Tilson:Wh),(Brad Lander:Br),(Andrew M. Cuomo:An),(Selma K. Bartholomew:Se),(Adrienne E. Adams:Ad),(Scott M. Stringer:Sc)
Max Ranking Length
5
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
&,Ranking_1,Ranking_2,Ranking_3,Ranking_4,Ranking_5,&,Weight,&
&,{'Pa'},{'Br'},{'Ze'},{'Je'},,&,1/1,&
&,{'Pa'},{'Br'},{'Ze'},{'Mi'},{'Ad'},&,1/1,&
&,{'Pa'},{'Br'},{'Ze'},{'Mi'},{'Zo'},&,1/1,&
&,{'Pa'},{'Br'},{'Ze'},{'Sc'},{'Wh'},&,1/1,&
&,{'Pa'},{'Br'},{'Ze'},{'Sc'},{'Zo'},&,4/1,&
&,{'Pa'},{'Br'},{'Ze'},{'Wh'},{'An'},&,1/1,&
&,{'Pa'},{'Br'},{'Ze'},{'Wh'},{'Je'},&,1/1,&
&,{'Pa'},{'Br'},{'Ze'},{'Wr'},,&,1/1,&
&,{'Pa'},{'Br'},{'Ze'},{'Zo'},{'Ad'},&,2/1,&
&,{'Pa'},{'Br'},{'Ze'},{'Zo'},{'An'},&,1/1,&
&,{'Pa'},{'Br'},{'Ze'},{'Zo'},,&,1/1,&
&,{'Pa'},{'Br'},{'Ze'},,,&,1/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Ad'},{'Mi'},&,4/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Ad'},{'Sc'},&,3/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Ad'},{'Wh'},&,1/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Ad'},{'Ze'},&,8/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Ad'},,&,1/1,&
&,{'Pa'},{'Br'},{'Zo'},{'An'},{'Mi'},&,1/1,&
&,{'Pa'},{'Br'},{'Zo'},{'An'},{'Wh'},&,1/1,&
&,{'Pa'},{'Br'},{'Zo'},{'An'},,&,1/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Je'},{'Ad'},&,1/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Je'},{'Sc'},&,3/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Mi'},{'Ad'},&,3/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Mi'},{'Sc'},&,1/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Mi'},{'Ze'},&,2/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Mi'},,&,1/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Sc'},{'Ad'},&,1/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Sc'},{'Je'},&,1/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Sc'},{'Se'},&,1/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Sc'},{'Ze'},&,1/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Sc'},,&,1/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Wh'},{'Je'},&,1/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Wr'},{'Je'},&,1/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Ze'},{'Ad'},&,3/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Ze'},{'An'},&,1/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Ze'},{'Mi'},&,3/1,&
&,{'Pa'},{'Br'},{'Zo'},{'Ze'},{'Sc'},&,4/1,&
&,{'Pa'},{'Br'},{'Zo'},,,&,4/1,&
&,{'Pa'},{'Br'},,,,&,1/1,&
&,{'Pa'},{'Br'},,,,&,1/1,&
&,{'Pa'},{'Br'},,,,&,1/1,&
&,{'Pa'},{'Br'},,,,&,1/1,&
&,{'Pa'},{'Br'},,,,&,1/1,&
&,{'Pa'},{'Br'},{'Zo'},,,&,1/1,&
&,{'Pa'},{'Br'},,,,&,6/1,&
&,{'Pa'},{'Je'},{'Ad'},{'Br'},{'Mi'},&,1/1,&
&,{'Pa'},{'Je'},{'Ad'},{'Br'},{'Zo'},&,1/1,&
&,{'Pa'},{'Je'},{'Ad'},{'Mi'},{'Se'},&,1/1,&
&,{'Pa'},{'Je'},{'Ad'},{'Se'},{'Br'},&,1/1,&
&,{'Pa'},{'Je'},{'Ad'},{'Ze'},,&,1/1,&
&,{'Pa'},{'Je'},{'An'},{'Ad'},{'Wr'},&,1/1,&
&,{'Pa'},{'Je'},{'An'},{'Mi'},,&,2/1,&
&,{'Pa'},{'Je'},{'An'},{'Se'},{'Zo'},&,1/1,&
&,{'Pa'},{'Je'},{'An'},{'Ze'},{'Mi'},&,1/1,&
&,{'Pa'},{'Je'},{'An'},{'Zo'},{'Mi'},&,1/1,&
&,{'Pa'},{'Je'},{'An'},,,&,2/1,&
&,{'Pa'},{'Je'},{'Br'},{'Sc'},{'Zo'},&,1/1,&
&,{'Pa'},{'Je'},{'Br'},{'Wh'},{'Zo'},&,1/1,&
&,{'Pa'},{'Je'},{'Br'},{'Ze'},{'Zo'},&,1/1,&
&,{'Pa'},{'Je'},{'Br'},{'Zo'},{'An'},&,1/1,&
&,{'Pa'},{'Je'},{'Mi'},{'Ad'},{'Zo'},&,1/1,&
&,{'Pa'},{'Je'},{'Mi'},{'Sc'},{'Br'},&,1/1,&
&,{'Pa'},{'Je'},{'Mi'},{'Wh'},{'An'},&,1/1,&
&,{'Pa'},{'Je'},{'Mi'},{'Ze'},{'Wh'},&,1/1,&
&,{'Pa'},{'Je'},{'Sc'},{'Ad'},{'An'},&,1/1,&
&,{'Pa'},{'Je'},{'Sc'},{'Ad'},{'Mi'},&,1/1,&
&,{'Pa'},{'Je'},{'Sc'},{'Ad'},{'Wh'},&,1/1,&
&,{'Pa'},{'Je'},{'Sc'},{'Ad'},{'Zo'},&,1/1,&
&,{'Pa'},{'Je'},{'Sc'},{'Se'},{'Zo'},&,1/1,&
&,{'Pa'},{'Je'},{'Sc'},{'Ze'},,&,1/1,&
&,{'Pa'},{'Je'},{'Sc'},{'Zo'},{'Br'},&,1/1,&
&,{'Pa'},{'Je'},{'Se'},{'Ad'},{'Zo'},&,1/1,&
&,{'Pa'},{'Je'},{'Se'},{'Ad'},,&,1/1,&
&,{'Pa'},{'Je'},{'Se'},{'Mi'},{'Ad'},&,1/1,&
&,{'Pa'},{'Je'},{'Se'},{'Mi'},{'An'},&,1/1,&
&,{'Pa'},{'Je'},{'Se'},{'Mi'},{'Wh'},&,1/1,&
&,{'Pa'},{'Je'},{'Se'},{'Wh'},{'Mi'},&,2/1,&
&,{'Pa'},{'Je'},{'Se'},{'An'},,&,1/1,&
&,{'Pa'},{'Je'},{'Se'},,,&,1/1,&
&,{'Pa'},{'Je'},{'Wh'},{'Ad'},{'An'},&,1/1,&
&,{'Pa'},{'Je'},{'Wh'},{'Ad'},{'Se'},&,1/1,&
&,{'Pa'},{'Je'},{'Wh'},{'Ad'},{'Zo'},&,1/1,&
&,{'Pa'},{'Je'},{'Wh'},{'Sc'},{'Ad'},&,1/1,&
&,{'Pa'},{'Je'},{'Wh'},{'Se'},{'Sc'},&,1/1,&
&,{'Pa'},{'Je'},{'Wh'},{'Zo'},{'Br'},&,1/1,&
&,{'Pa'},{'Je'},{'Wh'},{'Zo'},{'Ze'},&,1/1,&
&,{'Pa'},{'Je'},{'Ze'},{'Mi'},{'Wh'},&,1/1,&
&,{'Pa'},{'Je'},{'Ze'},{'Se'},{'Br'},&,1/1,&
&,{'Pa'},{'Je'},{'Ze'},{'Se'},{'Sc'},&,1/1,&
&,{'Pa'},{'Je'},{'Ze'},{'Se'},{'Zo'},&,1/1,&
&,{'Pa'},{'Je'},{'Ze'},{'Zo'},,&,1/1,&
&,{'Pa'},{'Je'},{'Zo'},{'An'},{'Sc'},&,1/1,&
&,{'Pa'},{'Je'},{'Zo'},{'Br'},{'Ad'},&,1/1,&
&,{'Pa'},{'Je'},{'Zo'},{'Br'},{'Sc'},&,1/1,&
&,{'Pa'},{'Je'},{'Zo'},{'Br'},{'Se'},&,1/1,&
&,{'Pa'},{'Je'},{'Zo'},{'Br'},,&,1/1,&
&,{'Pa'},{'Je'},{'Zo'},{'Se'},{'Mi'},&,1/1,&
&,{'Pa'},{'Je'},{'Zo'},{'Se'},,&,1/1,&
&,{'Pa'},{'Je'},{'Zo'},{'Se'},,&,1/1,&
&,{'Pa'},{'Je'},{'Zo'},{'Ze'},{'Mi'},&,1/1,&
&,{'Pa'},{'Je'},{'Zo'},{'Ze'},{'Sc'},&,1/1,&
&,{'Pa'},{'Je'},{'Zo'},,,&,2/1,&
&,{'Pa'},{'Je'},,,,&,4/1,&
&,{'Pa'},{'Mi'},{'Ad'},{'Br'},{'Zo'},&,1/1,&
&,{'Pa'},{'Mi'},{'Ad'},{'Je'},{'Wh'},&,1/1,&
&,{'Pa'},{'Mi'},{'Ad'},{'Sc'},{'An'},&,2/1,&
&,{'Pa'},{'Mi'},{'Ad'},{'Sc'},{'Je'},&,1/1,&
&,{'Pa'},{'Mi'},{'Ad'},{'Se'},{'Wh'},&,1/1,&
&,{'Pa'},{'Mi'},{'Ad'},{'Ze'},,&,1/1,&
&,{'Pa'},{'Mi'},{'Ad'},{'Zo'},{'An'},&,1/1,&
&,{'Pa'},{'Mi'},{'Ad'},{'Zo'},{'Br'},&,1/1,&
&,{'Pa'},{'Mi'},{'Ad'},{'Zo'},{'Sc'},&,1/1,&
&,{'Pa'},{'Mi'},{'An'},{'Ze'},{'Zo'},&,1/1,&
&,{'Pa'},{'Mi'},{'Br'},{'An'},{'Ze'},&,1/1,&
&,{'Pa'},{'Mi'},{'Br'},{'Je'},{'Wh'},&,1/1,&
&,{'Pa'},{'Mi'},{'Br'},{'Sc'},{'An'},&,2/1,&
&,{'Pa'},{'Mi'},{'Br'},{'Wh'},{'Sc'},&,1/1,&
&,{'Pa'},{'Mi'},{'Br'},{'Wh'},{'Zo'},&,1/1,&
&,{'Pa'},{'Mi'},{'Br'},{'Ze'},{'Je'},&,1/1,&
&,{'Pa'},{'Mi'},{'Br'},{'Ze'},{'Zo'},&,3/1,&
&,{'Pa'},{'Mi'},{'Br'},{'Zo'},{'Sc'},&,1/1,&
&,{'Pa'},{'Mi'},{'Br'},{'Zo'},{'Ze'},&,1/1,&
&,{'Pa'},{'Mi'},{'Br'},{'Zo'},,&,1/1,&
&,{'Pa'},{'Mi'},{'Je'},{'Ad'},{'Sc'},&,2/1,&
&,{'Pa'},{'Mi'},{'Je'},{'An'},{'Se'},&,1/1,&
&,{'Pa'},{'Mi'},{'Je'},{'Sc'},{'An'},&,1/1,&
&,{'Pa'},{'Mi'},{'Je'},{'Wr'},{'Wh'},&,1/1,&
&,{'Pa'},{'Mi'},{'Je'},{'Ze'},{'Se'},&,2/1,&
&,{'Pa'},{'Mi'},{'Je'},{'Ad'},,&,1/1,&
&,{'Pa'},{'Mi'},{'Je'},,,&,1/1,&
&,{'Pa'},{'Mi'},{'Sc'},{'Ad'},{'Br'},&,1/1,&
&,{'Pa'},{'Mi'},{'Sc'},{'Ad'},{'Zo'},&,1/1,&
&,{'Pa'},{'Mi'},{'Sc'},{'Br'},{'Zo'},&,1/1,&
&,{'Pa'},{'Mi'},{'Sc'},{'Je'},{'Br'},&,1/1,&
&,{'Pa'},{'Mi'},{'Sc'},{'Je'},{'Ze'},&,1/1,&
&,{'Pa'},{'Mi'},{'Sc'},{'Zo'},{'An'},&,1/1,&
&,{'Pa'},{'Mi'},{'Sc'},,,&,1/1,&
&,{'Pa'},{'Mi'},{'Se'},{'Ad'},{'An'},&,1/1,&
&,{'Pa'},{'Mi'},{'Se'},{'Je'},{'Zo'},&,1/1,&
&,{'Pa'},{'Mi'},{'Se'},{'Wh'},{'Ad'},&,1/1,&
&,{'Pa'},{'Mi'},{'Se'},{'Ze'},,&,1/1,&
&,{'Pa'},{'Mi'},{'Wh'},{'Ad'},{'Se'},&,1/1,&
&,{'Pa'},{'Mi'},{'Wh'},{'An'},{'Je'},&,1/1,&
&,{'Pa'},{'Mi'},{'Wh'},{'An'},{'Ze'},&,1/1,&
&,{'Pa'},{'Mi'},{'Wh'},{'Je'},{'Ze'},&,1/1,&
&,{'Pa'},{'Mi'},{'Wh'},{'Je'},{'Zo'},&,1/1,&
&,{'Pa'},{'Mi'},{'Wh'},{'Sc'},{'Ze'},&,1/1,&
&,{'Pa'},{'Mi'},{'Wh'},{'Se'},{'An'},&,1/1,&
&,{'Pa'},{'Mi'},{'Wh'},{'Se'},{'Br'},&,1/1,&
&,{'Pa'},{'Mi'},{'Ze'},{'Ad'},{'Br'},&,2/1,&
&,{'Pa'},{'Mi'},{'Ze'},{'Br'},{'Sc'},&,1/1,&
&,{'Pa'},{'Mi'},{'Ze'},{'Br'},{'Wr'},&,1/1,&
&,{'Pa'},{'Mi'},{'Ze'},{'Br'},{'Zo'},&,2/1,&
&,{'Pa'},{'Mi'},{'Ze'},{'Je'},{'Wh'},&,1/1,&
&,{'Pa'},{'Mi'},{'Ze'},{'Se'},{'Br'},&,1/1,&
&,{'Pa'},{'Mi'},{'Ze'},{'Se'},{'Zo'},&,1/1,&
&,{'Pa'},{'Mi'},{'Ze'},{'Zo'},{'Br'},&,1/1,&
&,{'Pa'},{'Mi'},{'Ze'},{'Zo'},{'Je'},&,1/1,&
&,{'Pa'},{'Mi'},{'Zo'},{'An'},,&,1/1,&
&,{'Pa'},{'Mi'},{'Zo'},{'Br'},{'Ad'},&,1/1,&
&,{'Pa'},{'Mi'},{'Zo'},{'Br'},{'Je'},&,2/1,&
&,{'Pa'},{'Mi'},{'Zo'},{'Br'},{'Ze'},&,1/1,&
&,{'Pa'},{'Mi'},{'Zo'},{'Je'},{'An'},&,2/1,&
&,{'Pa'},{'Mi'},{'Zo'},{'Sc'},{'An'},&,1/1,&
&,{'Pa'},{'Mi'},{'Zo'},{'Sc'},{'Se'},&,1/1,&
&,{'Pa'},{'Mi'},{'Zo'},{'Wh'},{'An'},&,1/1,&
&,{'Pa'},{'Mi'},{'Zo'},,,&,1/1,&
&,{'Pa'},{'Mi'},{'Br'},{'Wh'},,&,1/1,&
&,{'Pa'},{'Mi'},{'An'},,,&,1/1,&
&,{'Pa'},{'Mi'},,,,&,2/1,&
&,{'Pa'},{'An'},,,,&,1/1,&
&,{'Pa'},{'Ad'},,,,&,1/1,&
&,{'Pa'},,,,,&,14/1,&
&,{'Pa'},{'Sc'},{'Ad'},{'An'},{'Br'},&,1/1,&
&,{'Pa'},{'Sc'},{'Ad'},{'An'},{'Je'},&,1/1,&
&,{'Pa'},{'Sc'},{'Ad'},{'An'},{'Se'},&,1/1,&
&,{'Pa'},{'Sc'},{'Ad'},{'An'},{'Ze'},&,1/1,&
&,{'Pa'},{'Sc'},{'Ad'},{'An'},,&,1/1,&
&,{'Pa'},{'Sc'},{'Ad'},{'Br'},{'An'},&,1/1,&
&,{'Pa'},{'Sc'},{'Ad'},{'Br'},,&,1/1,&
&,{'Pa'},{'Sc'},{'Ad'},{'Je'},{'Br'},&,1/1,&
&,{'Pa'},{'Sc'},{'Ad'},{'Je'},{'Wh'},&,1/1,&
&,{'Pa'},{'Sc'},{'Ad'},{'Se'},{'Mi'},&,1/1,&
&,{'Pa'},{'Sc'},{'Ad'},{'Wr'},,&,1/1,&
&,{'Pa'},{'Sc'},{'Ad'},{'Zo'},{'An'},&,2/1,&
&,{'Pa'},{'Sc'},{'Ad'},{'Zo'},{'Je'},&,1/1,&
&,{'Pa'},{'Sc'},{'Ad'},,,&,2/1,&
&,{'Pa'},{'Sc'},{'An'},{'Ad'},{'Wh'},&,1/1,&
&,{'Pa'},{'Sc'},{'An'},{'Ad'},{'Zo'},&,1/1,&
&,{'Pa'},{'Sc'},{'An'},{'Ad'},,&,1/1,&
&,{'Pa'},{'Sc'},{'An'},{'Br'},{'Wh'},&,1/1,&
&,{'Pa'},{'Sc'},{'An'},{'Mi'},{'Br'},&,2/1,&
&,{'Pa'},{'Sc'},{'An'},{'Wh'},{'Zo'},&,1/1,&
&,{'Pa'},{'Sc'},{'An'},{'Zo'},{'Je'},&,1/1,&
&,{'Pa'},{'Sc'},{'An'},,,&,4/1,&
&,{'Pa'},{'Sc'},{'Br'},{'Ad'},{'An'},&,1/1,&
&,{'Pa'},{'Sc'},{'Br'},{'Ad'},{'Mi'},&,1/1,&
&,{'Pa'},{'Sc'},{'Br'},{'An'},,&,2/1,&
&,{'Pa'},{'Sc'},{'Br'},{'Je'},{'An'},&,1/1,&
&,{'Pa'},{'Sc'},{'Br'},{'Je'},{'Mi'},&,1/1,&
&,{'Pa'},{'Sc'},{'Br'},{'Mi'},{'Zo'},&,1/1,&
&,{'Pa'},{'Sc'},{'Br'},{'Wh'},{'Zo'},&,1/1,&
&,{'Pa'},{'Sc'},{'Br'},{'Wr'},{'Se'},&,1/1,&
&,{'Pa'},{'Sc'},{'Br'},{'Ze'},{'Zo'},&,1/1,&
&,{'Pa'},{'Sc'},{'Br'},{'Zo'},{'An'},&,1/1,&
&,{'Pa'},{'Sc'},{'Br'},{'Zo'},{'Mi'},&,1/1,&
&,{'Pa'},{'Sc'},{'Br'},{'Zo'},{'Ze'},&,1/1,&
&,{'Pa'},{'Sc'},{'Br'},{'Zo'},,&,2/1,&
&,{'Pa'},{'Sc'},{'Br'},,,&,1/1,&
&,{'Pa'},{'Sc'},{'Je'},{'Br'},{'An'},&,2/1,&
&,{'Pa'},{'Sc'},{'Je'},{'Mi'},{'An'},&,1/1,&
&,{'Pa'},{'Sc'},{'Je'},{'Mi'},{'Wr'},&,1/1,&
&,{'Pa'},{'Sc'},{'Je'},{'Se'},{'An'},&,1/1,&
&,{'Pa'},{'Sc'},{'Je'},,,&,1/1,&
&,{'Pa'},{'Sc'},{'Mi'},{'Ad'},{'Je'},&,1/1,&
&,{'Pa'},{'Sc'},{'Mi'},{'Je'},{'An'},&,2/1,&
&,{'Pa'},{'Sc'},{'Mi'},{'Zo'},{'Br'},&,1/1,&
&,{'Pa'},{'Sc'},{'Se'},{'Ad'},{'Wh'},&,1/1,&
&,{'Pa'},{'Sc'},{'Se'},{'Je'},,&,1/1,&
&,{'Pa'},{'Sc'},{'Wh'},{'An'},,&,1/1,&
&,{'Pa'},{'Sc'},{'Wr'},{'An'},,&,1/1,&
&,{'Pa'},{'Sc'},{'Wr'},,,&,1/1,&
&,{'Pa'},{'Sc'},{'Ze'},{'Ad'},{'An'},&,2/1,&
&,{'Pa'},{'Sc'},{'Ze'},{'Br'},{'Zo'},&,1/1,&
&,{'Pa'},{'Sc'},{'Ze'},{'Mi'},,&,1/1,&
&,{'Pa'},{'Sc'},{'Ze'},,,&,1/1,&
&,{'Pa'},{'Sc'},{'Zo'},{'Ad'},{'Br'},&,1/1,&
&,{'Pa'},{'Sc'},{'Zo'},{'An'},,&,1/1,&
&,{'Pa'},{'Sc'},{'Zo'},{'Br'},{'Ad'},&,1/1,&
&,{'Pa'},{'Sc'},{'Zo'},{'Mi'},{'Je'},&,1/1,&
&,{'Pa'},{'Sc'},{'Zo'},{'Wh'},{'Br'},&,1/1,&
&,{'Pa'},{'Sc'},{'Zo'},,,&,3/1,&
&,{'Pa'},{'Sc'},,,,&,9/1,&
&,{'Pa'},{'Se'},{'Ad'},{'An'},{'Wh'},&,1/1,&
&,{'Pa'},{'Se'},{'Ad'},{'Zo'},,&,1/1,&
&,{'Pa'},{'Se'},{'Ad'},,,&,1/1,&
&,{'Pa'},{'Se'},{'An'},{'Mi'},{'Ze'},&,1/1,&
&,{'Pa'},{'Se'},{'An'},,,&,2/1,&
&,{'Pa'},{'Se'},{'Br'},{'Zo'},{'Mi'},&,1/1,&
&,{'Pa'},{'Se'},{'Je'},{'Ad'},{'Ze'},&,1/1,&
&,{'Pa'},{'Se'},{'Je'},{'Mi'},{'An'},&,1/1,&
&,{'Pa'},{'Se'},{'Je'},{'Wh'},{'Mi'},&,1/1,&
&,{'Pa'},{'Se'},{'Je'},{'Wh'},{'Ze'},&,1/1,&
&,{'Pa'},{'Se'},{'Mi'},{'Ze'},{'Je'},&,2/1,&
&,{'Pa'},{'Se'},{'Mi'},,,&,2/1,&
&,{'Pa'},{'Se'},{'Sc'},{'Wh'},{'Mi'},&,1/1,&
&,{'Pa'},{'Se'},{'Sc'},{'Wh'},{'Ze'},&,1/1,&
&,{'Pa'},{'Se'},{'Sc'},{'Ze'},,&,1/1,&
&,{'Pa'},{'Se'},{'Wh'},{'Ad'},{'An'},&,1/1,&
&,{'Pa'},{'Se'},{'Wh'},{'Mi'},{'Br'},&,1/1,&
&,{'Pa'},{'Se'},{'Wh'},{'Mi'},{'Je'},&,1/1,&
&,{'Pa'},{'Se'},{'Wh'},{'Mi'},{'Ze'},&,1/1,&
&,{'Pa'},{'Se'},{'Wh'},{'Mi'},,&,1/1,&
&,{'Pa'},{'Se'},{'Wh'},,,&,1/1,&
&,{'Pa'},{'Se'},{'Ze'},{'An'},{'Zo'},&,1/1,&
&,{'Pa'},{'Se'},{'Ze'},{'Je'},{'Ad'},&,1/1,&
&,{'Pa'},{'Se'},{'Ze'},{'Je'},{'Mi'},&,1/1,&
&,{'Pa'},{'Se'},{'Ze'},{'Mi'},{'Br'},&,2/1,&
&,{'Pa'},{'Se'},{'Zo'},{'Br'},,&,1/1,&
&,{'Pa'},{'Se'},{'Zo'},{'Wh'},,&,1/1,&
&,{'Pa'},{'Se'},{'Zo'},,,&,1/1,&
&,{'Pa'},{'Se'},,,,&,5/1,&
&,{'Pa'},{'Wh'},{'Ad'},{'An'},,&,1/1,&
&,{'Pa'},{'Wh'},{'Ad'},{'Je'},{'Ze'},&,1/1,&
&,{'Pa'},{'Wh'},{'Ad'},{'Sc'},{'Ze'},&,2/1,&
&,{'Pa'},{'Wh'},{'Ad'},{'Se'},{'Mi'},&,1/1,&
&,{'Pa'},{'Wh'},{'Ad'},{'Ze'},{'An'},&,1/1,&
&,{'Pa'},{'Wh'},{'Ad'},{'Ze'},{'Zo'},&,1/1,&
&,{'Pa'},{'Wh'},{'Ad'},,,&,1/1,&
&,{'Pa'},{'Wh'},{'An'},{'Ad'},{'Br'},&,1/1,&
&,{'Pa'},{'Wh'},{'An'},{'Br'},{'Ad'},&,1/1,&
&,{'Pa'},{'Wh'},{'An'},{'Mi'},{'Se'},&,1/1,&
&,{'Pa'},{'Wh'},{'An'},{'Sc'},{'Ze'},&,1/1,&
&,{'Pa'},{'Wh'},{'An'},{'Wr'},,&,1/1,&
&,{'Pa'},{'Wh'},{'An'},{'Ze'},{'Je'},&,1/1,&
&,{'Pa'},{'Wh'},{'An'},{'Zo'},{'Br'},&,1/1,&
&,{'Pa'},{'Wh'},{'An'},,,&,7/1,&
&,{'Pa'},{'Wh'},{'Br'},{'Je'},{'An'},&,1/1,&
&,{'Pa'},{'Wh'},{'Br'},{'Wr'},{'Zo'},&,2/1,&
&,{'Pa'},{'Wh'},{'Br'},{'Zo'},{'An'},&,2/1,&
&,{'Pa'},{'Wh'},{'Br'},{'Zo'},{'Ze'},&,1/1,&
&,{'Pa'},{'Wh'},{'Br'},,,&,2/1,&
&,{'Pa'},{'Wh'},{'Je'},{'Ad'},{'An'},&,1/1,&
&,{'Pa'},{'Wh'},{'Je'},{'Ad'},{'Sc'},&,1/1,&
&,{'Pa'},{'Wh'},{'Je'},{'Mi'},{'Ad'},&,1/1,&
&,{'Pa'},{'Wh'},{'Je'},{'Mi'},{'Se'},&,1/1,&
&,{'Pa'},{'Wh'},{'Je'},{'Se'},{'Ad'},&,2/1,&
&,{'Pa'},{'Wh'},{'Je'},{'Se'},{'An'},&,1/1,&
&,{'Pa'},{'Wh'},{'Je'},{'Se'},{'Sc'},&,1/1,&
&,{'Pa'},{'Wh'},{'Je'},{'Ze'},{'Mi'},&,1/1,&
&,{'Pa'},{'Wh'},{'Mi'},{'An'},,&,1/1,&
&,{'Pa'},{'Wh'},{'Mi'},{'Br'},{'Se'},&,1/1,&
&,{'Pa'},{'Wh'},{'Mi'},{'Sc'},{'Je'},&,1/1,&
&,{'Pa'},{'Wh'},{'Mi'},{'Sc'},{'Zo'},&,1/1,&
&,{'Pa'},{'Wh'},{'Mi'},{'Zo'},{'An'},&,1/1,&
&,{'Pa'},{'Wh'},{'Mi'},,,&,2/1,&
&,{'Pa'},{'Wh'},{'Sc'},{'Ad'},{'An'},&,1/1,&
&,{'Pa'},{'Wh'},{'Sc'},{'An'},{'Zo'},&,2/1,&
&,{'Pa'},{'Wh'},{'Sc'},{'Je'},{'An'},&,1/1,&
&,{'Pa'},{'Wh'},{'Sc'},{'Mi'},{'Zo'},&,1/1,&
&,{'Pa'},{'Wh'},{'Sc'},{'Wr'},,&,1/1,&
&,{'Pa'},{'Wh'},{'Sc'},{'Zo'},{'An'},&,2/1,&
&,{'Pa'},{'Wh'},{'Sc'},,,&,2/1,&
&,{'Pa'},{'Wh'},{'Se'},{'Ad'},{'An'},&,1/1,&
&,{'Pa'},{'Wh'},{'Se'},{'An'},{'Ad'},&,1/1,&
&,{'Pa'},{'Wh'},{'Se'},{'An'},{'Sc'},&,1/1,&
&,{'Pa'},{'Wh'},{'Se'},{'Br'},{'An'},&,1/1,&
&,{'Pa'},{'Wh'},{'Se'},{'Je'},{'Mi'},&,1/1,&
&,{'Pa'},{'Wh'},{'Se'},{'Je'},{'Ze'},&,1/1,&
&,{'Pa'},{'Wh'},{'Se'},{'Ze'},{'An'},&,1/1,&
&,{'Pa'},{'Wh'},{'Se'},{'Ze'},{'Je'},&,1/1,&
&,{'Pa'},{'Wh'},{'Se'},{'Ze'},,&,1/1,&
&,{'Pa'},{'Wh'},{'Se'},,,&,1/1,&
&,{'Pa'},{'Wh'},{'Wr'},{'Br'},{'Zo'},&,1/1,&
&,{'Pa'},{'Wh'},{'Ze'},{'Br'},{'An'},&,1/1,&
&,{'Pa'},{'Wh'},{'Ze'},{'Je'},{'Br'},&,1/1,&
&,{'Pa'},{'Wh'},{'Ze'},{'Je'},{'Mi'},&,1/1,&
&,{'Pa'},{'Wh'},{'Ze'},{'Mi'},{'Wr'},&,1/1,&
&,{'Pa'},{'Wh'},{'Ze'},{'Sc'},{'An'},&,2/1,&
&,{'Pa'},{'Wh'},{'Ze'},{'Se'},{'Mi'},&,1/1,&
&,{'Pa'},{'Wh'},{'Ze'},{'Se'},{'Zo'},&,2/1,&
&,{'Pa'},{'Wh'},{'Ze'},{'Se'},,&,1/1,&
&,{'Pa'},{'Wh'},{'Ze'},,,&,1/1,&
&,{'Pa'},{'Wh'},{'Zo'},,,&,1/1,&
&,{'Pa'},{'Wh'},,,,&,1/1,&
&,{'Pa'},{'Wh'},,,,&,1/1,&
&,{'Pa'},{'Wh'},,,,&,8/1,&
&,{'Pa'},{'Wr'},{'Ad'},{'Zo'},{'An'},&,1/1,&
&,{'Pa'},{'Wr'},{'An'},{'Je'},,&,1/1,&
&,{'Pa'},{'Wr'},{'An'},{'Mi'},{'Sc'},&,1/1,&
&,{'Pa'},{'Wr'},{'An'},{'Sc'},,&,1/1,&
&,{'Pa'},{'Wr'},{'An'},,,&,2/1,&
&,{'Pa'},{'Wr'},{'Br'},{'Ad'},{'An'},&,1/1,&
&,{'Pa'},{'Wr'},{'Br'},{'Sc'},,&,1/1,&
&,{'Pa'},{'Wr'},{'Br'},{'Zo'},,&,1/1,&
&,{'Pa'},{'Wr'},{'Je'},{'Mi'},{'Wh'},&,1/1,&
&,{'Pa'},{'Wr'},{'Je'},{'Wh'},{'Br'},&,1/1,&
&,{'Pa'},{'Wr'},{'Je'},{'Ze'},{'Se'},&,1/1,&
