VoteKit RankProfile
Candidates
(Terrence Hayes:Terren),(Cayle Tern:Cayle ),(Michael (Mike) Sands:Michae),(Thomas Shervey:Thomas),(Loretta Smith:Lorett),(Noah Ernst:Noah E),(Deian Salazar:Deian ),(Joe Furi:Joe Fu),(Peggy Sue Owens:Peggy ),(Jamie Dunphy:Jamie ),(Joe Allen:Joe Al),(Timur Ender:Timur ),(David Linn:David ),(Steph Routh:Steph ),(Doug Clove:Doug C),(Candace Avalos:Candac)
Max Ranking Length
6
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
Ranking_1,Ranking_2,Ranking_3,Ranking_4,Ranking_5,Ranking_6,&,Weight,&
{'Steph '},{'Candac'},{'Jamie '},{'Timur '},,,&,1.0,&
{'Terren'},{'Candac'},{'Michae'},{'Lorett'},{'Jamie '},{'Peggy '},&,1.0,&
{'Terren'},{'Noah E'},{'Doug C'},{'Joe Fu'},{'Jamie '},{'Lorett'},&,1.0,&
{'Timur '},{'Doug C'},{'Joe Fu'},{'Michae'},{'Deian '},,&,1.0,&
{'Terren'},{'Noah E'},{'Candac'},,,,&,1.0,&
{'Terren'},,,,,,&,1.0,&
{'Terren'},,,,,,&,1.0,&
{'Candac'},{'Noah E'},{'Terren'},{'Timur '},{'Michae'},{'Lorett'},&,1.0,&
{'Lorett'},{'Timur '},{'Doug C'},{'Terren'},{'Steph '},{'Jamie '},&,1.0,&
{'Noah E'},{'Terren'},{'Lorett'},,,,&,1.0,&
{'Steph '},{'Jamie '},{'Candac'},{'Timur '},{'David '},{'Terren'},&,1.0,&
{'Candac'},{'Steph '},{'Jamie '},{'Cayle '},{'Timur '},,&,1.0,&
{'Candac'},,,,,,&,1.0,&
{'Lorett'},{'Cayle '},{'Noah E'},{'Deian '},{'Joe Fu'},{'Joe Al'},&,1.0,&
{'Candac'},{'Steph '},{'Lorett'},{'Timur '},{'Deian '},{'Cayle '},&,1.0,&
{'Lorett'},,,,,,&,1.0,&
{'Candac'},{'Steph '},{'Timur '},{'Jamie '},{'Lorett'},,&,1.0,&
{'Noah E'},{'Joe Fu'},{'David '},{'Lorett'},{'Cayle '},,&,1.0,&
{'Lorett'},{'Terren'},{'Noah E'},{'Deian '},{'Doug C'},,&,1.0,&
{'Jamie '},{'Steph '},{'Candac'},{'David '},{'Noah E'},,&,1.0,&
{'Candac'},{'Deian '},{'Peggy '},{'Lorett'},{'Noah E'},{'Terren'},&,1.0,&
{'Terren'},{'Noah E'},{'Candac'},,,,&,1.0,&
{'Lorett'},{'Steph '},{'Deian '},{'Timur '},,,&,1.0,&
{'Lorett'},,,,,,&,1.0,&
{'Lorett'},{'Terren'},,,,,&,1.0,&
{'Steph '},{'Jamie '},{'Terren'},,,,&,1.0,&
{'Timur '},{'Steph '},{'Candac'},{'Cayle '},{'Lorett'},,&,1.0,&
{'Deian '},{'Lorett'},{'Terren'},{'Steph '},{'Thomas'},{'Candac'},&,1.0,&
{'Timur '},{'David '},{'Michae'},{'Lorett'},{'Terren'},{'Candac'},&,1.0,&
{'Lorett'},,,,,,&,1.0,&
{'Steph '},{'Terren'},{'Timur '},,,,&,1.0,&
{'Lorett'},{'Terren'},{'Timur '},{'Noah E'},{'Cayle '},{'Michae'},&,1.0,&
{'Doug C'},{'Timur '},{'Noah E'},{'Joe Fu'},,,&,1.0,&
{'Timur '},{'Terren'},{'Lorett'},{'Steph '},,,&,1.0,&
{'Lorett'},{'Noah E'},{'David '},{'Steph '},,,&,1.0,&
{'Noah E'},{'Terren'},{'Lorett'},,,,&,1.0,&
{'Timur '},{'Candac'},{'Cayle '},,,,&,1.0,&
{'Terren'},,,,,,&,1.0,&
{'Lorett'},{'Terren'},{'Noah E'},,,,&,1.0,&
{'Terren'},{'Lorett'},{'Steph '},,,,&,1.0,&
{'Michae'},{'Timur '},{'David '},{'Lorett'},{'Steph '},{'Jamie '},&,1.0,&
{'Peggy '},{'Lorett'},{'Steph '},{'Joe Fu'},,,&,1.0,&
{'Peggy '},{'Timur '},{'Noah E'},{'Candac'},{'Joe Al'},{'David '},&,1.0,&
{'Candac'},{'Timur '},{'Steph '},{'Jamie '},{'David '},{'Cayle '},&,1.0,&
{'Candac'},{'Cayle '},{'Timur '},{'Steph '},,,&,1.0,&
{'Candac'},{'Timur '},{'Steph '},{'Cayle '},,,&,1.0,&
{'Lorett'},,,,,,&,1.0,&
{'Peggy '},{'Noah E'},{'Cayle '},{'Lorett'},{'Thomas'},{'Joe Fu'},&,1.0,&
{'Candac'},{'Timur '},{'Terren'},,,,&,1.0,&
{'Jamie '},{'Candac'},{'Steph '},{'Noah E'},{'David '},{'Lorett'},&,1.0,&
{'Jamie '},{'Candac'},{'Steph '},,,,&,1.0,&
{'Terren'},{'Candac'},{'Thomas'},{'Steph '},{'Timur '},{'Jamie '},&,1.0,&
{'Lorett'},{'Timur '},{'Terren'},{'Candac'},{'Cayle '},{'Deian '},&,1.0,&
{'Doug C'},,,,,,&,1.0,&
{'Timur '},{'Noah E'},{'David '},{'Deian '},{'Terren'},{'Jamie '},&,1.0,&
{'Terren'},{'Noah E'},{'Lorett'},,,,&,1.0,&
{'Noah E'},{'Doug C'},{'Terren'},,,,&,1.0,&
{'Terren'},{'Joe Al'},{'Timur '},{'Joe Fu'},{'Steph '},{'Deian '},&,1.0,&
{'Candac'},{'Steph '},{'Timur '},{'Jamie '},{'Cayle '},{'David '},&,1.0,&
{'Candac'},{'Peggy '},{'Lorett'},{'Deian '},{'Cayle '},{'Jamie '},&,1.0,&
{'Michae'},{'Lorett'},,,,,&,1.0,&
{'Candac'},{'Steph '},{'Jamie '},{'Lorett'},{'Timur '},{'Cayle '},&,1.0,&
{'Candac'},{'Cayle '},{'Timur '},,,,&,1.0,&
{'Steph '},{'Deian '},{'Timur '},{'Candac'},{'Jamie '},{'Joe Al'},&,1.0,&
{'Terren'},{'Lorett'},{'Noah E'},{'Timur '},{'Jamie '},,&,1.0,&
{'Doug C'},{'Deian '},{'Joe Al'},{'Noah E'},{'Terren'},{'Lorett'},&,1.0,&
{'Terren'},{'Noah E'},{'Doug C'},,,,&,1.0,&
{'Doug C'},{'Noah E'},{'Michae'},{'Lorett'},{'Terren'},{'Thomas'},&,1.0,&
{'Lorett'},{'Cayle '},{'Terren'},{'Timur '},{'Peggy '},{'Joe Fu'},&,1.0,&
{'Lorett'},{'Terren'},{'Candac'},{'Deian '},{'Doug C'},{'Steph '},&,1.0,&
{'Noah E'},{'Terren'},,,,,&,1.0,&
{'Terren'},{'Noah E'},{'Joe Fu'},,,,&,1.0,&
{'Candac'},{'Timur '},{'Jamie '},{'Steph '},,,&,1.0,&
{'Peggy '},{'Doug C'},{'Timur '},{'Deian '},{'Steph '},,&,1.0,&
{'Terren'},{'Noah E'},{'Joe Fu'},,,,&,1.0,&
{'Cayle '},{'Lorett'},{'Candac'},{'Steph '},{'Peggy '},,&,1.0,&
{'Candac'},{'Jamie '},{'Steph '},{'Cayle '},{'Timur '},{'Noah E'},&,1.0,&
{'Lorett'},{'Steph '},{'Terren'},{'Thomas'},{'Deian '},{'Joe Al'},&,1.0,&
{'Candac'},{'Timur '},{'Steph '},{'Jamie '},{'Cayle '},{'David '},&,1.0,&
{'Peggy '},{'Candac'},{'Cayle '},{'Michae'},{'David '},{'Jamie '},&,1.0,&
{'Steph '},{'Cayle '},{'Timur '},,,,&,1.0,&
{'Candac'},{'Jamie '},{'Steph '},{'Timur '},{'Terren'},{'Cayle '},&,1.0,&
{'Timur '},{'Candac'},{'Jamie '},{'Steph '},{'Terren'},{'Lorett'},&,1.0,&
{'Terren'},,,,,,&,1.0,&
{'Lorett'},{'Jamie '},{'Steph '},{'Candac'},{'Timur '},{'Deian '},&,1.0,&
{'Noah E'},{'Doug C'},{'Deian '},,,,&,1.0,&
{'Candac'},{'Lorett'},{'Steph '},{'Michae'},{'Terren'},{'Joe Al'},&,1.0,&
{'Lorett'},{'Steph '},{'Jamie '},{'David '},{'Peggy '},{'Noah E'},&,1.0,&
{'Candac'},{'Noah E'},{'Joe Al'},{'Terren'},{'Jamie '},{'Lorett'},&,1.0,&
{'Steph '},{'Lorett'},{'Candac'},{'Terren'},{'Jamie '},{'Michae'},&,1.0,&
{'David '},{'Cayle '},{'Lorett'},{'Terren'},{'Steph '},{'Candac'},&,1.0,&
{'Noah E'},{'Terren'},{'David '},{'Doug C'},{'Joe Fu'},{'Joe Al'},&,1.0,&
{'Doug C'},{'Cayle '},{'Deian '},{'Lorett'},,,&,1.0,&
{'Jamie '},{'Candac'},{'Steph '},,,,&,1.0,&
{'Steph '},{'Lorett'},{'Terren'},{'Candac'},{'Thomas'},{'Noah E'},&,1.0,&
{'Steph '},{'Timur '},{'David '},{'Candac'},{'Doug C'},,&,1.0,&
{'Candac'},{'Lorett'},{'Deian '},{'Steph '},,,&,1.0,&
{'Terren'},{'Thomas'},{'Noah E'},{'Joe Fu'},{'Lorett'},,&,1.0,&
{'Lorett'},{'Candac'},{'Timur '},{'Steph '},{'Jamie '},{'Doug C'},&,1.0,&
{'Terren'},{'Steph '},{'Jamie '},,,,&,1.0,&
{'Candac'},{'Cayle '},{'Timur '},,,,&,1.0,&
{'Noah E'},{'Doug C'},{'Joe Al'},,,,&,1.0,&
{'Jamie '},{'Steph '},{'Candac'},,,,&,1.0,&
{'Peggy '},{'Candac'},{'Lorett'},{'Jamie '},{'Deian '},{'Michae'},&,1.0,&
{'Candac'},{'Steph '},{'Timur '},{'Jamie '},,,&,1.0,&
{'Terren'},{'Steph '},{'Jamie '},{'Timur '},{'Candac'},{'Lorett'},&,1.0,&
{'Peggy '},{'Timur '},{'Joe Al'},{'David '},,,&,1.0,&
{'Noah E'},{'Thomas'},{'Doug C'},{'Terren'},{'Jamie '},{'Lorett'},&,1.0,&
{'Lorett'},{'Cayle '},{'Terren'},{'David '},{'Steph '},{'Joe Fu'},&,1.0,&
{'Candac'},{'Cayle '},{'Timur '},,,,&,1.0,&
{'Steph '},{'David '},{'Candac'},{'Timur '},,,&,1.0,&
{'Jamie '},{'Candac'},{'Steph '},{'Noah E'},{'David '},{'Lorett'},&,1.0,&
{'Terren'},{'Candac'},,,,,&,1.0,&
{'Timur '},{'Thomas'},,,,,&,1.0,&
{'Candac'},{'Steph '},{'Jamie '},{'Lorett'},{'Terren'},{'Noah E'},&,1.0,&
{'Peggy '},{'Candac'},{'Cayle '},{'Lorett'},{'Joe Al'},{'Steph '},&,1.0,&
{'Steph '},{'Lorett'},{'Deian '},{'Cayle '},{'Timur '},{'Doug C'},&,1.0,&
{'Peggy '},{'Noah E'},{'Deian '},{'Lorett'},{'Steph '},{'Jamie '},&,1.0,&
{'Timur '},{'David '},{'Noah E'},{'Cayle '},{'Doug C'},{'Terren'},&,1.0,&
{'Steph '},{'Candac'},{'Jamie '},{'Terren'},{'Noah E'},{'David '},&,1.0,&
{'Candac'},{'Terren'},{'Steph '},{'Jamie '},{'Timur '},,&,1.0,&
{'Terren'},{'Lorett'},{'Steph '},,,,&,1.0,&
{'Lorett'},{'Timur '},{'Jamie '},,,,&,1.0,&
{'Jamie '},{'Steph '},{'Candac'},{'Timur '},{'Lorett'},{'Joe Al'},&,1.0,&
{'Candac'},{'Jamie '},{'Steph '},{'Cayle '},{'Timur '},{'Noah E'},&,1.0,&
{'Candac'},{'Noah E'},,,,,&,1.0,&
{'Jamie '},{'Cayle '},{'Candac'},{'Timur '},{'David '},,&,1.0,&
{'Michae'},{'Candac'},{'Lorett'},{'Cayle '},{'Jamie '},{'Peggy '},&,1.0,&
{'Candac'},{'Timur '},,,,,&,1.0,&
{'Joe Al'},,,,,,&,1.0,&
{'Terren'},{'Candac'},{'Lorett'},{'Timur '},{'Steph '},{'Peggy '},&,1.0,&
{'Candac'},{'Jamie '},{'Joe Al'},{'Lorett'},{'Terren'},{'Steph '},&,1.0,&
{'Candac'},{'Cayle '},{'Timur '},{'Jamie '},,,&,1.0,&
{'Noah E'},,,,,,&,1.0,&
{'Candac'},{'Lorett'},,,,,&,1.0,&
{'Noah E'},{'Timur '},{'Lorett'},,,,&,1.0,&
{'Michae'},,,,,,&,1.0,&
{'Steph '},{'Terren'},,,,,&,1.0,&
{'Lorett'},,,,,,&,1.0,&
{'Jamie '},{'Steph '},{'Candac'},{'Timur '},{'Lorett'},{'Peggy '},&,1.0,&
{'Peggy '},{'Timur '},{'Noah E'},{'Candac'},{'Joe Al'},{'David '},&,1.0,&
{'Candac'},{'Jamie '},{'Terren'},{'Steph '},,,&,1.0,&
{'Timur '},{'Candac'},{'Cayle '},{'Jamie '},{'Steph '},{'Terren'},&,1.0,&
{'Jamie '},,,,,,&,1.0,&
{'Terren'},{'Steph '},{'Timur '},{'Jamie '},,,&,1.0,&
{'Lorett'},,,,,,&,1.0,&
{'Candac'},{'Timur '},{'Steph '},{'Jamie '},{'Cayle '},{'David '},&,1.0,&
{'Joe Fu'},,,,,,&,1.0,&
{'Timur '},,,,,,&,1.0,&
{'Terren'},{'Noah E'},{'Joe Fu'},,,,&,1.0,&
{'Peggy '},{'Candac'},{'Joe Al'},{'Lorett'},{'Steph '},{'Doug C'},&,1.0,&
{'Deian '},,,,,,&,1.0,&
{'Lorett'},,,,,,&,1.0,&
{'Lorett'},{'Candac'},{'Noah E'},{'Peggy '},{'Steph '},,&,1.0,&
{'David '},,,,,,&,1.0,&
{'Timur '},{'Noah E'},{'Candac'},{'Cayle '},{'Joe Fu'},{'Thomas'},&,1.0,&
{'Thomas'},,,,,,&,1.0,&
{'Lorett'},{'Terren'},{'Steph '},{'Jamie '},{'Timur '},{'Candac'},&,1.0,&
{'Cayle '},{'Peggy '},{'Lorett'},,,,&,1.0,&
{'Lorett'},{'Michae'},{'Terren'},{'Joe Al'},{'David '},{'Peggy '},&,1.0,&
{'Candac'},{'Jamie '},{'Steph '},{'David '},,,&,1.0,&
{'Noah E'},{'Terren'},,,,,&,1.0,&
{'Joe Al'},{'Peggy '},{'Noah E'},,,,&,1.0,&
{'Jamie '},{'Noah E'},{'Joe Fu'},{'Thomas'},{'Terren'},{'Doug C'},&,1.0,&
{'Candac'},{'Timur '},{'Steph '},,,,&,1.0,&
{'Deian '},,,,,,&,1.0,&
{'Steph '},{'Timur '},{'Noah E'},{'Candac'},{'Lorett'},{'Jamie '},&,1.0,&
{'Candac'},{'Cayle '},{'Timur '},,,,&,1.0,&
{'Cayle '},{'Steph '},{'Deian '},{'Candac'},{'Peggy '},{'Lorett'},&,1.0,&
{'Terren'},{'Noah E'},{'Candac'},,,,&,1.0,&
{'Terren'},{'Noah E'},{'Lorett'},,,,&,1.0,&
{'Timur '},{'Steph '},{'Lorett'},,,,&,1.0,&
{'Candac'},{'Peggy '},{'Cayle '},{'Timur '},{'Lorett'},{'Joe Fu'},&,1.0,&
{'Noah E'},{'Lorett'},{'Terren'},,,,&,1.0,&
{'Candac'},,,,,,&,1.0,&
{'Jamie '},{'Steph '},,,,,&,1.0,&
{'Terren'},{'Timur '},{'Thomas'},{'Jamie '},{'David '},,&,1.0,&
{'Lorett'},{'Steph '},{'Candac'},{'Joe Al'},{'David '},{'Terren'},&,1.0,&
{'Terren'},{'Lorett'},{'Noah E'},{'Steph '},,,&,1.0,&
{'Noah E'},{'Michae'},{'Joe Fu'},{'Terren'},,,&,1.0,&
{'Terren'},{'Candac'},{'Timur '},{'Peggy '},{'Michae'},{'Joe Al'},&,1.0,&
{'Terren'},{'Timur '},{'Lorett'},{'Steph '},{'Jamie '},{'Noah E'},&,1.0,&
{'Peggy '},,,,,,&,1.0,&
{'Terren'},{'Lorett'},{'Noah E'},,,,&,1.0,&
{'Timur '},{'Steph '},{'Lorett'},,,,&,1.0,&
{'Doug C'},{'Lorett'},{'Steph '},,,,&,1.0,&
{'Candac'},{'Steph '},,,,,&,1.0,&
{'Jamie '},{'Peggy '},{'Deian '},,,,&,1.0,&
{'Terren'},{'Jamie '},{'Lorett'},{'Cayle '},{'Candac'},{'Joe Al'},&,1.0,&
{'Jamie '},{'Noah E'},{'Candac'},{'Steph '},{'Terren'},{'David '},&,1.0,&
{'Jamie '},,,,,,&,1.0,&
{'Noah E'},{'Candac'},{'David '},{'Cayle '},{'Terren'},{'Lorett'},&,1.0,&
{'Candac'},{'Cayle '},{'Steph '},{'Michae'},{'Timur '},{'David '},&,1.0,&
{'Timur '},{'Steph '},{'Lorett'},{'Candac'},{'Deian '},{'Michae'},&,1.0,&
{'Noah E'},{'Doug C'},,,,,&,1.0,&
{'Timur '},{'Steph '},{'Jamie '},{'Lorett'},{'Cayle '},{'Candac'},&,1.0,&
{'Terren'},,,,,,&,1.0,&
{'Jamie '},{'Candac'},{'Steph '},{'Lorett'},{'Terren'},{'Timur '},&,1.0,&
{'Jamie '},{'Steph '},{'Candac'},,,,&,1.0,&
{'Candac'},{'Steph '},{'Timur '},,,,&,1.0,&
{'Jamie '},{'Candac'},{'Steph '},{'Timur '},{'Lorett'},,&,1.0,&
{'Lorett'},{'Terren'},,,,,&,1.0,&
{'Noah E'},,,,,,&,1.0,&
{'Timur '},{'Noah E'},{'Candac'},{'David '},{'Deian '},{'Lorett'},&,1.0,&
{'Candac'},{'Steph '},{'Timur '},,,,&,1.0,&
{'Lorett'},{'Cayle '},{'Terren'},{'David '},{'Steph '},{'Joe Fu'},&,1.0,&
{'Peggy '},{'Joe Al'},{'Timur '},{'Noah E'},{'Doug C'},{'Jamie '},&,1.0,&
{'Timur '},{'Steph '},{'Terren'},{'Lorett'},{'Jamie '},{'Candac'},&,1.0,&
{'Michae'},,,,,,&,1.0,&
{'Steph '},{'Jamie '},{'Terren'},{'Candac'},{'Timur '},{'Lorett'},&,1.0,&
{'Candac'},{'Timur '},{'Cayle '},,,,&,1.0,&
{'Terren'},{'Noah E'},{'Candac'},{'Deian '},{'Steph '},{'Timur '},&,1.0,&
{'Lorett'},{'Steph '},{'Candac'},{'Peggy '},{'Noah E'},{'Joe Al'},&,1.0,&
{'Lorett'},{'Michae'},{'Peggy '},{'Noah E'},{'David '},,&,1.0,&
{'David '},{'Peggy '},{'Timur '},{'Doug C'},{'Lorett'},{'Jamie '},&,1.0,&
{'Jamie '},{'Steph '},{'Candac'},{'Lorett'},{'Timur '},{'David '},&,1.0,&
{'Candac'},{'Lorett'},{'Steph '},{'Timur '},{'Thomas'},{'Jamie '},&,1.0,&
{'Candac'},{'Cayle '},{'Doug C'},{'Michae'},{'David '},,&,1.0,&
{'Candac'},{'Timur '},{'Lorett'},{'Terren'},{'Jamie '},{'Steph '},&,1.0,&
{'Candac'},{'Timur '},{'Michae'},{'Cayle '},{'Lorett'},,&,1.0,&
{'Candac'},{'Jamie '},{'Timur '},{'Terren'},{'Steph '},{'Lorett'},&,1.0,&
{'Steph '},{'Candac'},{'Timur '},{'Jamie '},,,&,1.0,&
{'Terren'},{'Jamie '},{'Michae'},{'Timur '},{'Cayle '},{'Lorett'},&,1.0,&
{'Peggy '},,,,,,&,1.0,&
{'Michae'},,,,,,&,1.0,&
{'Terren'},{'Noah E'},{'Doug C'},{'Lorett'},,,&,1.0,&
{'Lorett'},{'Terren'},{'Candac'},{'Deian '},{'Doug C'},{'Timur '},&,1.0,&
{'Steph '},{'Terren'},{'Noah E'},{'Timur '},{'Candac'},{'David '},&,1.0,&
{'Peggy '},{'Joe Al'},{'Doug C'},,,,&,1.0,&
{'Lorett'},{'David '},{'Jamie '},,,,&,1.0,&
{'Candac'},{'David '},{'Deian '},{'Lorett'},{'Peggy '},{'Michae'},&,1.0,&
{'Candac'},{'Joe Al'},,,,,&,1.0,&
{'Terren'},{'Noah E'},{'Doug C'},{'Candac'},,,&,1.0,&
{'Candac'},{'Lorett'},{'Terren'},,,,&,1.0,&
{'Jamie '},{'Doug C'},{'Michae'},{'Joe Al'},{'Timur '},{'Thomas'},&,1.0,&
{'David '},{'Cayle '},{'Terren'},,,,&,1.0,&
{'Terren'},{'Steph '},{'Thomas'},{'Timur '},{'Jamie '},{'Lorett'},&,1.0,&
{'Timur '},{'Doug C'},{'Steph '},{'David '},{'Candac'},{'Cayle '},&,1.0,&
{'Joe Al'},,,,,,&,1.0,&
{'Timur '},{'Candac'},{'David '},{'Jamie '},{'Michae'},{'Lorett'},&,1.0,&
{'Steph '},{'Candac'},,,,,&,1.0,&
{'Candac'},{'Michae'},{'Timur '},{'Joe Al'},{'Steph '},{'Terren'},&,1.0,&
{'Doug C'},{'Lorett'},{'Jamie '},{'Timur '},{'Joe Al'},{'David '},&,1.0,&
{'Lorett'},{'Terren'},{'David '},{'Steph '},,,&,1.0,&
{'Jamie '},{'Steph '},{'Candac'},{'Timur '},{'Lorett'},{'Joe Al'},&,1.0,&
{'Terren'},{'Jamie '},{'Lorett'},{'Timur '},{'Candac'},{'Steph '},&,1.0,&
{'Deian '},,,,,,&,1.0,&
{'Lorett'},{'Candac'},{'Michae'},{'Joe Al'},{'Noah E'},{'Peggy '},&,1.0,&
{'Michae'},{'Terren'},{'Jamie '},{'Timur '},,,&,1.0,&
{'Lorett'},{'Candac'},{'Michae'},{'Joe Al'},{'Noah E'},{'Peggy '},&,1.0,&
{'Candac'},{'Steph '},{'Jamie '},{'Lorett'},{'Timur '},{'Cayle '},&,1.0,&
{'Candac'},{'Lorett'},{'Steph '},,,,&,1.0,&
{'Lorett'},{'Cayle '},{'Deian '},{'Joe Fu'},{'Candac'},,&,1.0,&
{'Doug C'},{'Noah E'},{'Deian '},{'Joe Al'},{'Lorett'},,&,1.0,&
{'Timur '},{'Deian '},{'Lorett'},,,,&,1.0,&
{'Terren'},{'Jamie '},{'Steph '},{'Lorett'},{'Candac'},,&,1.0,&
{'Noah E'},{'Candac'},{'Joe Fu'},{'Peggy '},{'David '},{'Lorett'},&,1.0,&
{'Noah E'},{'Timur '},{'Lorett'},,,,&,1.0,&
{'Michae'},{'Candac'},{'Steph '},{'Timur '},{'Doug C'},{'Noah E'},&,1.0,&
{'Candac'},{'Steph '},{'Timur '},{'Jamie '},,,&,1.0,&
{'Steph '},{'Timur '},{'Doug C'},{'Lorett'},{'Terren'},{'Candac'},&,1.0,&
{'Candac'},{'Lorett'},{'Deian '},{'Timur '},{'Cayle '},{'Steph '},&,1.0,&
{'Thomas'},,,,,,&,1.0,&
{'Candac'},{'Steph '},{'Timur '},{'David '},{'Jamie '},{'Cayle '},&,1.0,&
{'Lorett'},{'Terren'},{'Steph '},,,,&,1.0,&
{'Jamie '},{'Steph '},{'Candac'},{'Timur '},{'Lorett'},{'Joe Al'},&,1.0,&
{'Thomas'},{'Jamie '},{'Terren'},,,,&,1.0,&
{'Steph '},{'Candac'},{'Jamie '},{'Timur '},,,&,1.0,&
{'Terren'},{'Thomas'},{'Lorett'},{'Noah E'},{'Candac'},{'Steph '},&,1.0,&
{'Lorett'},{'Timur '},{'David '},{'Jamie '},{'Noah E'},{'Terren'},&,1.0,&
{'Timur '},{'Terren'},{'Lorett'},,,,&,1.0,&
{'Lorett'},{'Terren'},,,,,&,1.0,&
{'Steph '},{'Jamie '},{'Noah E'},{'David '},{'Candac'},{'Lorett'},&,1.0,&
{'Steph '},{'Timur '},{'Noah E'},{'Lorett'},{'Candac'},{'Terren'},&,1.0,&
{'David '},{'Peggy '},{'Michae'},{'Terren'},{'Doug C'},{'Deian '},&,1.0,&
{'Steph '},{'Jamie '},{'Candac'},{'Lorett'},{'Timur '},,&,1.0,&
{'Lorett'},{'Doug C'},{'Deian '},{'Steph '},{'Jamie '},{'Candac'},&,1.0,&
{'Candac'},{'Michae'},{'Timur '},{'Lorett'},{'Steph '},{'Terren'},&,1.0,&
{'Timur '},{'Terren'},{'Jamie '},,,,&,1.0,&
{'Steph '},{'Candac'},{'Timur '},{'Jamie '},,,&,1.0,&
{'Jamie '},{'Steph '},{'Candac'},{'Noah E'},{'Michae'},{'Timur '},&,1.0,&
{'Jamie '},{'Candac'},{'Steph '},{'Timur '},{'David '},,&,1.0,&
{'Candac'},{'Noah E'},{'Terren'},{'Lorett'},{'Timur '},{'Steph '},&,1.0,&
{'Terren'},{'Noah E'},{'Steph '},,,,&,1.0,&
{'Jamie '},{'Steph '},{'David '},{'Deian '},{'Lorett'},{'Peggy '},&,1.0,&
{'Terren'},{'Noah E'},{'Deian '},,,,&,1.0,&
{'Joe Fu'},,,,,,&,1.0,&
{'Timur '},{'Lorett'},{'Terren'},{'Steph '},{'Joe Fu'},,&,1.0,&
{'Terren'},{'Noah E'},{'Doug C'},,,,&,1.0,&
{'Steph '},{'Candac'},,,,,&,1.0,&
{'Candac'},{'Jamie '},{'Cayle '},{'Lorett'},{'Joe Fu'},{'Timur '},&,1.0,&
{'Lorett'},{'Steph '},{'Jamie '},{'Timur '},{'Terren'},{'Candac'},&,1.0,&
{'Deian '},{'Doug C'},{'Noah E'},{'Michae'},,,&,1.0,&
{'David '},{'Doug C'},{'Lorett'},{'Jamie '},{'Peggy '},{'Joe Fu'},&,1.0,&
{'Steph '},{'Jamie '},{'Timur '},{'Lorett'},{'Candac'},{'David '},&,1.0,&
{'Candac'},{'Cayle '},{'Timur '},{'Steph '},{'Jamie '},{'David '},&,1.0,&
{'Timur '},{'Cayle '},{'Candac'},{'Michae'},{'Lorett'},{'Jamie '},&,1.0,&
{'Terren'},{'Noah E'},{'Joe Fu'},,,,&,1.0,&
{'Jamie '},{'Candac'},{'Noah E'},{'David '},{'Cayle '},{'Terren'},&,1.0,&
{'Candac'},{'Timur '},{'Jamie '},{'Cayle '},{'David '},{'Steph '},&,1.0,&
{'Noah E'},{'Steph '},{'Lorett'},{'Peggy '},{'Thomas'},,&,1.0,&
{'Terren'},{'Steph '},,,,,&,1.0,&
{'Jamie '},{'Steph '},{'Timur '},{'Candac'},{'Lorett'},{'David '},&,1.0,&
{'Terren'},{'Lorett'},{'Steph '},{'Candac'},{'Thomas'},{'Cayle '},&,1.0,&
{'Doug C'},{'Deian '},{'Lorett'},{'Steph '},{'Joe Fu'},{'Noah E'},&,1.0,&
{'Steph '},{'Lorett'},,,,,&,1.0,&
{'Steph '},{'Terren'},{'Noah E'},{'Timur '},{'Candac'},{'David '},&,1.0,&
{'Candac'},{'Steph '},,,,,&,1.0,&
{'Terren'},{'Lorett'},{'Deian '},{'Doug C'},{'Noah E'},{'Steph '},&,1.0,&
{'Candac'},{'Deian '},{'Timur '},{'Joe Fu'},{'Jamie '},{'Joe Al'},&,1.0,&
{'Jamie '},{'Steph '},{'Candac'},{'Lorett'},,,&,1.0,&
{'Terren'},{'Steph '},{'Jamie '},{'Noah E'},{'Timur '},{'Lorett'},&,1.0,&
{'David '},,,,,,&,1.0,&
{'Lorett'},{'Terren'},{'Noah E'},,,,&,1.0,&
{'Terren'},{'Noah E'},{'Doug C'},,,,&,1.0,&
{'Terren'},{'David '},{'Steph '},,,,&,1.0,&
{'Noah E'},{'Deian '},,,,,&,1.0,&
{'Candac'},{'Steph '},{'Timur '},{'Cayle '},,,&,1.0,&
{'Doug C'},{'Joe Fu'},{'Noah E'},{'Terren'},,,&,1.0,&
{'Terren'},{'Noah E'},{'Doug C'},,,,&,1.0,&
{'Jamie '},{'Candac'},{'Steph '},{'Noah E'},{'David '},{'Lorett'},&,1.0,&
{'Timur '},{'Steph '},{'Candac'},{'Joe Al'},{'Doug C'},{'Deian '},&,1.0,&
{'Joe Fu'},{'Candac'},{'Thomas'},{'Terren'},{'Steph '},{'Lorett'},&,1.0,&
{'Jamie '},{'Lorett'},{'Joe Al'},{'Timur '},{'Michae'},{'Terren'},&,1.0,&
{'Lorett'},{'Jamie '},{'Timur '},{'Terren'},{'Candac'},{'Cayle '},&,1.0,&
{'Michae'},{'Timur '},{'Lorett'},{'Steph '},{'Jamie '},{'Terren'},&,1.0,&
{'Joe Al'},{'Jamie '},{'Steph '},{'Timur '},{'Candac'},{'Cayle '},&,1.0,&
