VoteKit RankProfile
Candidates
(Laura Streib:Laura ),(Michelle DePass:Michel),(Nabil Zaghloul:Nabil ),(Jennifer Park:Jennif),(Will Mespelt:Will M),(Debbie Kitchin:Debbie),(Chris Olson:Chris ),(Jonathan Tasini:Jonath),(Antonio Jamal PettyJohnBlue:Antoni),(Nat West:Nat We),(Reuben Berlin:Reuben),(Marnie Glickman:Marnie),(Sameer Kanal:Sameer),(Tiffani Penson:Tiffan),(Elana Pirtle-Guiney:Elana ),(Sam Sachs:Sam Sa),(Dan Ryan:Dan Ry),(Bob Simril:Bob Si),(Liz Taylor:Liz Ta),(Mariah Hudson:Mariah),(Michael (Mike) Marshall:Michae),(James Armstrong:James )
Max Ranking Length
6
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
Ranking_1,Ranking_2,Ranking_3,Ranking_4,Ranking_5,Ranking_6,&,Weight,&
{'Michel'},{'James '},{'Debbie'},{'Sameer'},{'Bob Si'},{'Sam Sa'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Debbie'},{'Marnie'},{'Mariah'},{'Nabil '},&,1.0,&
{'Marnie'},{'Elana '},{'Jonath'},{'Mariah'},{'Dan Ry'},{'Michae'},&,1.0,&
{'Mariah'},{'Michel'},{'Nat We'},{'Elana '},{'Sameer'},{'Dan Ry'},&,1.0,&
{'Tiffan'},{'Nabil '},{'Michel'},{'Marnie'},{'Liz Ta'},{'Antoni'},&,1.0,&
{'Elana '},{'Tiffan'},{'Marnie'},{'Mariah'},{'Dan Ry'},{'Debbie'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Michel'},{'Bob Si'},,,,,&,1.0,&
{'Nat We'},{'Jennif'},{'Sameer'},{'Michel'},{'Jonath'},{'Chris '},&,1.0,&
{'Tiffan'},{'Michel'},{'Nat We'},{'Sameer'},,,&,1.0,&
{'Tiffan'},{'Nat We'},{'Michel'},,,,&,1.0,&
{'Tiffan'},{'Dan Ry'},{'Nat We'},{'Michae'},{'Bob Si'},,&,1.0,&
{'Debbie'},{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Dan Ry'},,,,,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Tiffan'},{'Nabil '},{'Jonath'},{'Michae'},&,1.0,&
{'Laura '},{'Michel'},{'Sameer'},{'Nabil '},{'Marnie'},{'Dan Ry'},&,1.0,&
{'Bob Si'},{'Dan Ry'},{'Tiffan'},{'Mariah'},,,&,1.0,&
{'Dan Ry'},{'Mariah'},{'Tiffan'},{'Debbie'},{'Nat We'},,&,1.0,&
{'Sameer'},{'Marnie'},{'Nat We'},{'Tiffan'},,,&,1.0,&
{'Sameer'},{'Tiffan'},{'Chris '},{'Elana '},{'Mariah'},{'Bob Si'},&,1.0,&
{'Michel'},{'Nat We'},{'Sameer'},{'Marnie'},{'Jonath'},,&,1.0,&
{'Tiffan'},{'Mariah'},{'Bob Si'},{'Dan Ry'},,,&,1.0,&
{'Tiffan'},{'Mariah'},,,,,&,1.0,&
{'Debbie'},{'Sameer'},{'Michel'},{'Jonath'},{'Nat We'},{'Tiffan'},&,1.0,&
{'Dan Ry'},{'Marnie'},{'Elana '},{'Tiffan'},{'Michae'},{'Mariah'},&,1.0,&
{'Michel'},{'Sameer'},{'Tiffan'},{'Nat We'},,,&,1.0,&
{'Marnie'},{'Bob Si'},{'Elana '},{'Sameer'},{'Dan Ry'},,&,1.0,&
{'Dan Ry'},{'Bob Si'},{'Mariah'},{'Laura '},{'Nabil '},{'Will M'},&,1.0,&
{'Dan Ry'},{'Elana '},{'Tiffan'},{'Sameer'},{'James '},{'Bob Si'},&,1.0,&
{'Sameer'},{'Jonath'},{'Chris '},{'Jennif'},{'Nat We'},{'Marnie'},&,1.0,&
{'Bob Si'},{'Sameer'},{'Tiffan'},{'Elana '},{'Michae'},{'Dan Ry'},&,1.0,&
{'Dan Ry'},{'Elana '},{'Debbie'},{'Marnie'},{'James '},{'Michae'},&,1.0,&
{'Tiffan'},,,,,,&,1.0,&
{'Dan Ry'},{'Michae'},{'Elana '},{'Tiffan'},{'Nat We'},{'Mariah'},&,1.0,&
{'Elana '},{'Debbie'},{'Michel'},{'Laura '},{'Tiffan'},,&,1.0,&
{'Nabil '},{'Debbie'},{'Sam Sa'},{'Michel'},{'Liz Ta'},{'Jennif'},&,1.0,&
{'Jonath'},{'Nat We'},{'Sameer'},{'Marnie'},{'Elana '},{'Chris '},&,1.0,&
{'Sameer'},{'Jonath'},{'Marnie'},{'Jennif'},{'Chris '},{'Michel'},&,1.0,&
{'Sameer'},{'Jonath'},{'Chris '},{'Marnie'},{'Michel'},,&,1.0,&
{'Marnie'},{'Elana '},{'James '},{'Bob Si'},,,&,1.0,&
{'Marnie'},{'Sameer'},{'Nat We'},{'Jonath'},{'Elana '},{'Michel'},&,1.0,&
{'Elana '},{'Mariah'},{'Tiffan'},{'Dan Ry'},{'Michel'},{'James '},&,1.0,&
{'Michel'},,,,,,&,1.0,&
{'Michel'},{'Marnie'},{'Tiffan'},{'Elana '},{'Mariah'},{'Michae'},&,1.0,&
{'James '},{'Michae'},{'Dan Ry'},,,,&,1.0,&
{'Nat We'},{'Elana '},{'Dan Ry'},{'Mariah'},{'Tiffan'},{'Jonath'},&,1.0,&
{'Tiffan'},{'Mariah'},{'Sam Sa'},{'Michae'},{'Marnie'},{'Sameer'},&,1.0,&
{'Nat We'},{'Michae'},{'Dan Ry'},{'Tiffan'},{'Bob Si'},{'Debbie'},&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Antoni'},,,,&,1.0,&
{'Dan Ry'},{'Jonath'},{'James '},{'Sameer'},{'Jennif'},{'Chris '},&,1.0,&
{'Michel'},{'Sam Sa'},{'Tiffan'},{'Chris '},{'Will M'},{'Dan Ry'},&,1.0,&
{'Tiffan'},{'Bob Si'},{'Dan Ry'},{'Mariah'},{'Will M'},{'James '},&,1.0,&
{'Marnie'},{'Sameer'},{'Nat We'},{'Jonath'},{'Elana '},{'Michel'},&,1.0,&
{'Jonath'},{'Nat We'},,,,,&,1.0,&
{'Jonath'},{'Nat We'},,,,,&,1.0,&
{'Chris '},{'Elana '},{'Debbie'},{'Jonath'},{'Sameer'},{'Michel'},&,1.0,&
{'Sameer'},{'Nat We'},{'Dan Ry'},{'Michel'},{'Tiffan'},{'Jonath'},&,1.0,&
{'Nat We'},{'Tiffan'},{'Debbie'},{'Michae'},{'Marnie'},{'Sameer'},&,1.0,&
{'Nat We'},{'Mariah'},{'Elana '},{'Jonath'},{'Michel'},{'Sameer'},&,1.0,&
{'Jennif'},{'Debbie'},{'Elana '},{'James '},{'Nat We'},{'Bob Si'},&,1.0,&
{'Jennif'},{'Debbie'},{'Elana '},{'Bob Si'},{'Michae'},{'Nat We'},&,1.0,&
{'Marnie'},{'Debbie'},{'Elana '},{'Tiffan'},{'Sameer'},,&,1.0,&
{'Marnie'},{'Sameer'},{'Nat We'},{'Jonath'},{'Elana '},{'Michel'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},,,,&,1.0,&
{'Jennif'},,,,,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'Mariah'},{'Debbie'},{'Michae'},&,1.0,&
{'Nabil '},{'Marnie'},{'Mariah'},,,,&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Michel'},{'Mariah'},{'Nabil '},{'Nat We'},&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Michae'},{'Mariah'},{'Nat We'},{'Liz Ta'},&,1.0,&
{'Tiffan'},{'Michel'},{'Sameer'},{'Nat We'},{'Marnie'},{'Jonath'},&,1.0,&
{'Tiffan'},{'Sameer'},{'Elana '},{'James '},{'Michae'},{'Michel'},&,1.0,&
{'Michel'},{'Laura '},{'Nat We'},{'Sameer'},,,&,1.0,&
{'Elana '},{'Sam Sa'},{'Dan Ry'},,,,&,1.0,&
{'Nabil '},,,,,,&,1.0,&
{'Dan Ry'},{'Elana '},{'Michae'},{'Mariah'},{'Michel'},{'James '},&,1.0,&
{'Sameer'},{'Tiffan'},{'Chris '},{'Elana '},{'Mariah'},{'Bob Si'},&,1.0,&
{'Sameer'},{'Tiffan'},{'Chris '},{'Elana '},{'Mariah'},{'Bob Si'},&,1.0,&
{'Jonath'},{'Dan Ry'},{'James '},{'Marnie'},{'Michel'},{'Elana '},&,1.0,&
{'Dan Ry'},{'Elana '},{'Michel'},{'James '},{'Tiffan'},{'Michae'},&,1.0,&
{'Michae'},,,,,,&,1.0,&
{'Dan Ry'},{'Elana '},{'Tiffan'},{'Michel'},,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Mariah'},{'Debbie'},{'Sameer'},{'Michae'},&,1.0,&
{'Michel'},{'Sameer'},{'Tiffan'},{'Nat We'},,,&,1.0,&
{'Dan Ry'},{'Bob Si'},{'Nat We'},,,,&,1.0,&
{'Nat We'},{'Tiffan'},{'Dan Ry'},{'Will M'},{'Michae'},{'Bob Si'},&,1.0,&
{'Michae'},{'Dan Ry'},,,,,&,1.0,&
{'Michel'},{'Sameer'},{'Nat We'},{'Jonath'},{'Elana '},{'Tiffan'},&,1.0,&
{'Sameer'},{'Michel'},{'Tiffan'},{'Elana '},{'Nat We'},{'Marnie'},&,1.0,&
{'Michel'},{'Sameer'},{'Nat We'},{'Tiffan'},{'Dan Ry'},,&,1.0,&
{'Dan Ry'},{'Mariah'},,,,,&,1.0,&
{'Dan Ry'},{'Jonath'},{'Elana '},{'Reuben'},{'Marnie'},{'Nabil '},&,1.0,&
{'Mariah'},{'Dan Ry'},{'Bob Si'},{'Antoni'},,,&,1.0,&
{'Elana '},{'Nat We'},{'Michel'},,,,&,1.0,&
{'Will M'},{'Sam Sa'},{'Dan Ry'},{'Mariah'},{'Laura '},{'Bob Si'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'Mariah'},,,&,1.0,&
{'Jennif'},{'Tiffan'},{'Dan Ry'},{'Elana '},,,&,1.0,&
{'Antoni'},{'Laura '},,,,,&,1.0,&
{'Jennif'},{'Antoni'},{'Sameer'},{'Nat We'},{'Michel'},{'Marnie'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},,,,&,1.0,&
{'Sam Sa'},{'Elana '},{'Dan Ry'},{'Nabil '},{'Chris '},,&,1.0,&
{'Dan Ry'},{'Bob Si'},{'Elana '},{'Michel'},{'James '},{'Michae'},&,1.0,&
{'Dan Ry'},{'Michel'},{'Nat We'},{'Elana '},{'James '},{'Michae'},&,1.0,&
{'Nat We'},{'James '},{'Liz Ta'},{'Bob Si'},{'Laura '},,&,1.0,&
{'James '},{'Elana '},{'Jonath'},{'Mariah'},,,&,1.0,&
{'Bob Si'},{'Dan Ry'},{'Sameer'},{'Jennif'},{'Tiffan'},,&,1.0,&
{'Nat We'},{'Elana '},{'Dan Ry'},{'Michel'},,,&,1.0,&
{'Nat We'},{'Elana '},{'Dan Ry'},{'Michel'},,,&,1.0,&
{'Nat We'},{'Sameer'},{'Marnie'},{'Tiffan'},,,&,1.0,&
{'Elana '},{'Sam Sa'},{'Dan Ry'},,,,&,1.0,&
{'Jonath'},{'Elana '},{'Nat We'},,,,&,1.0,&
{'Bob Si'},{'Will M'},{'James '},,,,&,1.0,&
{'Tiffan'},{'Dan Ry'},{'Marnie'},{'Nat We'},{'Mariah'},{'Elana '},&,1.0,&
{'Jonath'},{'Mariah'},{'Elana '},{'Bob Si'},,,&,1.0,&
{'Bob Si'},{'Dan Ry'},{'Jonath'},{'Mariah'},{'Tiffan'},{'Nabil '},&,1.0,&
{'Elana '},{'Dan Ry'},{'James '},{'Michae'},{'Mariah'},,&,1.0,&
{'Elana '},{'Tiffan'},{'Dan Ry'},{'Sameer'},{'Michel'},,&,1.0,&
{'James '},{'Mariah'},{'Michel'},{'Elana '},{'Michae'},{'Nat We'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Jonath'},{'Michel'},{'Mariah'},{'Nat We'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Tiffan'},{'Michae'},{'Mariah'},{'Marnie'},&,1.0,&
{'Dan Ry'},{'Elana '},{'Mariah'},{'Tiffan'},{'Bob Si'},{'Marnie'},&,1.0,&
{'Nat We'},{'Will M'},{'Tiffan'},{'Liz Ta'},{'Debbie'},,&,1.0,&
{'Sameer'},{'Marnie'},{'Debbie'},{'James '},{'Tiffan'},{'Dan Ry'},&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Nat We'},,,,&,1.0,&
{'Sameer'},{'Tiffan'},{'Michel'},{'Nat We'},,,&,1.0,&
{'Will M'},{'James '},{'Reuben'},{'Dan Ry'},{'Mariah'},{'Liz Ta'},&,1.0,&
{'James '},,,,,,&,1.0,&
{'Dan Ry'},,,,,,&,1.0,&
{'Nat We'},{'Marnie'},,,,,&,1.0,&
{'Nat We'},{'Marnie'},,,,,&,1.0,&
{'Dan Ry'},{'Michel'},{'Michae'},{'Jennif'},{'Tiffan'},{'Sameer'},&,1.0,&
{'Sameer'},,,,,,&,1.0,&
{'Dan Ry'},{'Sameer'},{'Michel'},{'Jonath'},{'Elana '},,&,1.0,&
{'Dan Ry'},,,,,,&,1.0,&
{'Elana '},{'Jonath'},{'Mariah'},{'Tiffan'},,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Jonath'},{'Michel'},{'Sameer'},{'Mariah'},&,1.0,&
{'Marnie'},{'Sameer'},{'Michae'},{'James '},{'Michel'},{'Mariah'},&,1.0,&
{'Dan Ry'},{'Michel'},{'Elana '},,,,&,1.0,&
{'Sameer'},{'Jonath'},{'Chris '},{'Jennif'},{'Marnie'},,&,1.0,&
{'Marnie'},{'Elana '},{'Nat We'},{'Tiffan'},{'Michae'},{'James '},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},,,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Tiffan'},{'Sameer'},{'Mariah'},{'Michae'},&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},,,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Jonath'},{'Michel'},{'Mariah'},,&,1.0,&
{'Sameer'},{'Michae'},{'Debbie'},{'Bob Si'},{'Laura '},{'Will M'},&,1.0,&
{'Nat We'},{'Tiffan'},{'Marnie'},{'Chris '},{'Debbie'},{'Sameer'},&,1.0,&
{'Nabil '},{'James '},{'Nat We'},{'Sameer'},{'Will M'},{'Liz Ta'},&,1.0,&
{'Debbie'},{'Sameer'},{'Tiffan'},,,,&,1.0,&
{'Dan Ry'},,,,,,&,1.0,&
{'Bob Si'},{'Will M'},,,,,&,1.0,&
{'Dan Ry'},{'Elana '},{'Michel'},,,,&,1.0,&
{'Michel'},{'Tiffan'},{'Sameer'},{'Nat We'},,,&,1.0,&
{'Jonath'},{'Nat We'},{'Elana '},,,,&,1.0,&
{'Will M'},{'Jonath'},{'Sam Sa'},{'Bob Si'},{'Nabil '},,&,1.0,&
{'Elana '},{'Nat We'},{'Dan Ry'},{'Sameer'},{'Michel'},,&,1.0,&
{'Will M'},,,,,,&,1.0,&
{'James '},{'Marnie'},{'Michae'},{'Dan Ry'},{'Nat We'},{'Tiffan'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Jonath'},{'Michel'},,,&,1.0,&
{'Nat We'},{'Debbie'},{'Marnie'},{'Jonath'},{'Bob Si'},{'Mariah'},&,1.0,&
{'Dan Ry'},{'James '},,,,,&,1.0,&
{'Dan Ry'},,,,,,&,1.0,&
{'James '},{'Jonath'},{'Michae'},{'Mariah'},{'Michel'},{'Chris '},&,1.0,&
{'Dan Ry'},{'Michel'},{'Sameer'},{'Nabil '},,,&,1.0,&
{'Dan Ry'},,,,,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Tiffan'},{'Nat We'},{'Michel'},{'James '},&,1.0,&
{'Dan Ry'},,,,,,&,1.0,&
{'Nat We'},{'Sameer'},{'Tiffan'},{'Elana '},{'Mariah'},{'Dan Ry'},&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Mariah'},{'Nat We'},,,&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},{'Bob Si'},{'Dan Ry'},,&,1.0,&
{'Elana '},{'Dan Ry'},{'James '},{'Mariah'},,,&,1.0,&
{'Elana '},{'Michel'},{'Sameer'},{'Michae'},,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},,,,&,1.0,&
{'Tiffan'},{'Bob Si'},,,,,&,1.0,&
{'Will M'},{'Debbie'},{'Jennif'},{'Reuben'},{'Laura '},{'James '},&,1.0,&
{'Elana '},{'Jonath'},{'Tiffan'},{'Mariah'},,,&,1.0,&
{'Dan Ry'},{'Nat We'},{'Elana '},{'Tiffan'},{'James '},{'Michae'},&,1.0,&
{'Dan Ry'},{'Mariah'},{'Marnie'},{'Tiffan'},{'Reuben'},{'Debbie'},&,1.0,&
{'Elana '},{'Tiffan'},{'Dan Ry'},{'Michel'},{'Nat We'},{'Jonath'},&,1.0,&
{'Bob Si'},{'Will M'},{'James '},,,,&,1.0,&
{'Nat We'},{'Marnie'},{'Bob Si'},,,,&,1.0,&
{'Tiffan'},{'Nat We'},{'Michel'},{'Liz Ta'},{'Bob Si'},{'Antoni'},&,1.0,&
{'Jonath'},{'Tiffan'},{'Nat We'},{'Michae'},{'Mariah'},{'Bob Si'},&,1.0,&
{'Michel'},{'Sameer'},{'Tiffan'},{'Nat We'},,,&,1.0,&
{'Dan Ry'},{'Elana '},{'Michae'},{'Tiffan'},{'Nat We'},{'Mariah'},&,1.0,&
{'Tiffan'},{'Mariah'},{'Bob Si'},,,,&,1.0,&
{'Jennif'},{'Sam Sa'},{'Bob Si'},{'Chris '},{'Michae'},{'Tiffan'},&,1.0,&
{'Tiffan'},{'Dan Ry'},{'Nat We'},{'Marnie'},{'Bob Si'},{'Michae'},&,1.0,&
{'Jennif'},{'Sameer'},{'Chris '},{'Jonath'},{'Michel'},{'Marnie'},&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},,,,&,1.0,&
{'Bob Si'},{'Will M'},,,,,&,1.0,&
{'Elana '},{'Tiffan'},{'Bob Si'},{'Mariah'},{'Dan Ry'},,&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},,,,&,1.0,&
{'Sameer'},{'Elana '},{'Jonath'},{'Nat We'},{'Chris '},{'Jennif'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Dan Ry'},{'Debbie'},{'Bob Si'},{'Mariah'},{'James '},{'Tiffan'},&,1.0,&
{'Elana '},{'Michel'},{'Jonath'},{'Tiffan'},{'James '},,&,1.0,&
{'Dan Ry'},{'Michae'},{'Tiffan'},{'Elana '},,,&,1.0,&
{'Mariah'},,,,,,&,1.0,&
{'Dan Ry'},{'Elana '},{'Mariah'},{'Nat We'},,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},,,,&,1.0,&
{'James '},{'Debbie'},{'Michel'},{'Dan Ry'},{'Sam Sa'},{'Marnie'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michae'},,,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Bob Si'},{'Mariah'},{'James '},{'Laura '},{'Michae'},,&,1.0,&
{'Michae'},{'Mariah'},{'Debbie'},{'James '},,,&,1.0,&
{'Sameer'},{'Jonath'},{'Jennif'},{'Chris '},{'Marnie'},{'Nat We'},&,1.0,&
{'Tiffan'},{'Elana '},{'Mariah'},{'Nat We'},{'Jonath'},{'Sameer'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},,,,&,1.0,&
{'Mariah'},{'Will M'},{'Michae'},{'Jonath'},{'Dan Ry'},,&,1.0,&
{'Tiffan'},{'Michel'},{'Sameer'},{'Jennif'},{'Nat We'},{'Jonath'},&,1.0,&
{'Dan Ry'},,,,,,&,1.0,&
{'Mariah'},{'Nat We'},{'James '},{'Michae'},{'Dan Ry'},{'Nabil '},&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Nat We'},,,,&,1.0,&
{'Will M'},{'Nabil '},{'James '},{'Reuben'},{'Mariah'},{'Sameer'},&,1.0,&
{'Mariah'},{'James '},{'Debbie'},{'Elana '},{'Jonath'},{'Nabil '},&,1.0,&
{'Tiffan'},,,,,,&,1.0,&
{'Tiffan'},{'Debbie'},{'James '},,,,&,1.0,&
{'Jonath'},,,,,,&,1.0,&
{'Michel'},{'Dan Ry'},{'Elana '},{'Tiffan'},{'Jonath'},{'Sameer'},&,1.0,&
{'Bob Si'},{'Nabil '},{'Tiffan'},{'Marnie'},{'Antoni'},{'Liz Ta'},&,1.0,&
{'Bob Si'},{'Nabil '},{'Tiffan'},{'Marnie'},{'Antoni'},{'Liz Ta'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Mariah'},{'Nat We'},&,1.0,&
{'Bob Si'},{'Nabil '},{'Tiffan'},{'Marnie'},{'Antoni'},{'Liz Ta'},&,1.0,&
{'Dan Ry'},,,,,,&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},,,,&,1.0,&
{'Sameer'},{'Michel'},{'Reuben'},{'Chris '},{'Marnie'},{'Jennif'},&,1.0,&
{'Jonath'},,,,,,&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},,,,&,1.0,&
{'Debbie'},{'Tiffan'},{'Elana '},{'Laura '},{'Michel'},{'Mariah'},&,1.0,&
{'Dan Ry'},{'Bob Si'},{'Mariah'},,,,&,1.0,&
{'Nat We'},{'Sameer'},{'Chris '},{'Tiffan'},{'Will M'},{'Dan Ry'},&,1.0,&
{'Tiffan'},{'Dan Ry'},{'Elana '},{'Mariah'},{'Michae'},{'Jennif'},&,1.0,&
{'Tiffan'},{'Elana '},,,,,&,1.0,&
{'Dan Ry'},{'Michae'},{'Elana '},{'Laura '},{'Antoni'},{'Nat We'},&,1.0,&
{'Tiffan'},{'Michae'},{'Liz Ta'},{'Marnie'},{'James '},{'Jennif'},&,1.0,&
{'Tiffan'},{'Michel'},{'Mariah'},,,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Mariah'},{'Dan Ry'},{'Nabil '},{'Debbie'},{'Nat We'},{'James '},&,1.0,&
{'Michel'},{'Sameer'},{'Elana '},{'Jonath'},{'Dan Ry'},,&,1.0,&
{'Elana '},{'Dan Ry'},{'Tiffan'},{'Nat We'},{'Michel'},{'James '},&,1.0,&
{'Jennif'},{'Sameer'},{'Michel'},{'Chris '},{'Nat We'},{'Mariah'},&,1.0,&
{'Dan Ry'},{'Elana '},{'Michel'},,,,&,1.0,&
{'Dan Ry'},{'Elana '},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Sameer'},{'Nat We'},{'Tiffan'},{'Chris '},{'Jennif'},,&,1.0,&
{'Michae'},{'Mariah'},{'Will M'},{'Jonath'},{'Dan Ry'},,&,1.0,&
{'Sameer'},{'Nat We'},{'Elana '},{'Jonath'},{'Marnie'},{'Michel'},&,1.0,&
{'Bob Si'},,,,,,&,1.0,&
{'Bob Si'},{'Michae'},{'Dan Ry'},,,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Michel'},{'Sameer'},{'Tiffan'},{'Nat We'},{'Jonath'},,&,1.0,&
{'Tiffan'},{'Marnie'},{'Bob Si'},{'Jonath'},{'Michae'},{'Mariah'},&,1.0,&
{'Bob Si'},{'Tiffan'},,,,,&,1.0,&
{'Bob Si'},{'Elana '},{'Dan Ry'},{'James '},,,&,1.0,&
{'Bob Si'},,,,,,&,1.0,&
{'Elana '},{'Jonath'},{'Nat We'},{'Mariah'},,,&,1.0,&
{'Elana '},{'Sameer'},{'Michel'},{'Jonath'},{'Tiffan'},{'Nat We'},&,1.0,&
{'Dan Ry'},{'Mariah'},,,,,&,1.0,&
{'Tiffan'},{'Marnie'},{'Mariah'},{'Elana '},{'Michel'},{'Dan Ry'},&,1.0,&
{'Nat We'},{'Sameer'},{'Michel'},{'Jonath'},,,&,1.0,&
{'Michel'},{'Sameer'},{'Tiffan'},{'Nat We'},,,&,1.0,&
{'Michel'},{'Sameer'},{'Nat We'},{'Marnie'},{'Elana '},{'Dan Ry'},&,1.0,&
{'Dan Ry'},{'Reuben'},{'Mariah'},{'Michae'},,,&,1.0,&
{'Tiffan'},{'Liz Ta'},{'Sameer'},,,,&,1.0,&
{'Nat We'},{'Michel'},{'Sameer'},{'Elana '},{'Jonath'},{'Debbie'},&,1.0,&
{'Michel'},{'Sameer'},{'Nat We'},{'Elana '},{'Jonath'},{'Tiffan'},&,1.0,&
{'Dan Ry'},{'Reuben'},{'Mariah'},{'Michae'},,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},,&,1.0,&
{'Michel'},{'Sameer'},{'Tiffan'},{'Nat We'},,,&,1.0,&
{'Sameer'},{'Jennif'},{'Marnie'},{'Nat We'},{'Michel'},{'Debbie'},&,1.0,&
{'Nat We'},{'Chris '},{'Jennif'},{'Will M'},{'Sam Sa'},{'Nabil '},&,1.0,&
{'Nabil '},{'Dan Ry'},{'Liz Ta'},{'Michae'},{'Elana '},{'Will M'},&,1.0,&
{'Dan Ry'},{'Tiffan'},,,,,&,1.0,&
{'Dan Ry'},,,,,,&,1.0,&
{'Dan Ry'},{'Mariah'},{'Elana '},,,,&,1.0,&
{'Michel'},{'Tiffan'},{'Elana '},,,,&,1.0,&
{'Elana '},{'Michel'},{'Sameer'},,,,&,1.0,&
{'Bob Si'},{'Will M'},{'James '},,,,&,1.0,&
{'Dan Ry'},{'Elana '},{'Michae'},{'Nat We'},{'Mariah'},{'Laura '},&,1.0,&
{'Tiffan'},{'Elana '},{'Michae'},,,,&,1.0,&
{'Will M'},{'Bob Si'},{'Reuben'},,,,&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},,,,&,1.0,&
{'Sameer'},{'Nat We'},{'Jonath'},{'Elana '},,,&,1.0,&
{'Tiffan'},{'Dan Ry'},{'Nat We'},{'Liz Ta'},{'Elana '},{'Bob Si'},&,1.0,&
{'Michel'},{'Jonath'},{'Nat We'},{'Dan Ry'},{'Sameer'},{'Mariah'},&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Sameer'},{'Debbie'},{'Elana '},{'James '},&,1.0,&
{'Michel'},{'Jonath'},{'Nat We'},{'Dan Ry'},{'Sameer'},{'Mariah'},&,1.0,&
{'Elana '},{'Michel'},{'Dan Ry'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},{'Nat We'},,,&,1.0,&
{'Dan Ry'},{'Nat We'},{'Antoni'},{'Liz Ta'},{'Michel'},,&,1.0,&
