VoteKit RankProfile
Candidates
(Laura Streib:Laura ),(Michelle DePass:Michel),(Nabil Zaghloul:Nabil ),(Jennifer Park:Jennif),(Will Mespelt:Will M),(Debbie Kitchin:Debbie),(Chris Olson:Chris ),(Jonathan Tasini:Jonath),(Antonio Jamal PettyJohnBlue:Antoni),(Nat West:Nat We),(Reuben Berlin:Reuben),(Marnie Glickman:Marnie),(Sameer Kanal:Sameer),(Tiffani Penson:Tiffan),(Elana Pirtle-Guiney:Elana ),(Sam Sachs:Sam Sa),(Dan Ryan:Dan Ry),(Bob Simril:Bob Si),(Liz Taylor:Liz Ta),(Mariah Hudson:Mariah),(Michael (Mike) Marshall:Michae),(James Armstrong:James )
Max Ranking Length
6
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
Ranking_1,Ranking_2,Ranking_3,Ranking_4,Ranking_5,Ranking_6,&,Weight,&
{'Bob Si'},{'Dan Ry'},{'Tiffan'},{'Debbie'},{'Marnie'},{'Michel'},&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Nabil '},{'Mariah'},{'Bob Si'},{'Michae'},&,1.0,&
{'Elana '},{'Tiffan'},{'Dan Ry'},,,,&,1.0,&
{'Elana '},{'Tiffan'},,,,,&,1.0,&
{'Nat We'},{'Sameer'},{'Nabil '},{'Laura '},{'Jonath'},,&,1.0,&
{'Mariah'},{'Nat We'},{'Marnie'},{'Tiffan'},{'Dan Ry'},,&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Michel'},{'Mariah'},{'Chris '},{'Debbie'},&,1.0,&
{'Elana '},{'Nat We'},{'Jonath'},{'Dan Ry'},{'Mariah'},{'Tiffan'},&,1.0,&
{'Michel'},{'Elana '},{'Sameer'},{'Laura '},{'Tiffan'},{'Nat We'},&,1.0,&
{'Dan Ry'},{'Nat We'},{'Michel'},{'Marnie'},{'Sameer'},{'Tiffan'},&,1.0,&
{'Dan Ry'},{'Nat We'},{'Michel'},{'Marnie'},{'Sameer'},{'Tiffan'},&,1.0,&
{'Michel'},{'Elana '},{'Sameer'},{'Jonath'},{'James '},,&,1.0,&
{'Elana '},{'James '},{'Mariah'},{'Nat We'},{'Tiffan'},,&,1.0,&
{'Elana '},{'Tiffan'},{'Marnie'},{'Michae'},{'Mariah'},{'Dan Ry'},&,1.0,&
{'Elana '},{'Tiffan'},{'Marnie'},{'Michae'},{'Mariah'},{'Dan Ry'},&,1.0,&
{'Debbie'},{'Dan Ry'},{'Michae'},{'Nat We'},{'Elana '},{'Bob Si'},&,1.0,&
{'Dan Ry'},{'Michel'},{'Elana '},{'Nat We'},{'Bob Si'},{'Michae'},&,1.0,&
{'Nat We'},{'Mariah'},{'Dan Ry'},{'Antoni'},{'Liz Ta'},{'Marnie'},&,1.0,&
{'Will M'},{'Liz Ta'},{'Bob Si'},{'Jennif'},{'Reuben'},{'Mariah'},&,1.0,&
{'Dan Ry'},{'Michae'},{'Marnie'},{'Nat We'},{'Tiffan'},{'Jonath'},&,1.0,&
{'Dan Ry'},{'Laura '},{'Nabil '},,,,&,1.0,&
{'Dan Ry'},{'Mariah'},{'Laura '},{'Bob Si'},{'Sam Sa'},{'Jonath'},&,1.0,&
{'Michel'},{'Sameer'},{'Debbie'},{'Elana '},,,&,1.0,&
{'Elana '},{'Bob Si'},{'Nat We'},{'Mariah'},{'Nabil '},,&,1.0,&
{'Elana '},{'Bob Si'},{'Nat We'},{'Mariah'},{'Nabil '},,&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Elana '},{'Mariah'},{'Nat We'},{'Jonath'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},,,,&,1.0,&
{'Sameer'},{'Tiffan'},{'Nat We'},{'Elana '},{'Michel'},{'Marnie'},&,1.0,&
{'Elana '},{'Marnie'},{'Michel'},{'Dan Ry'},{'James '},{'Jennif'},&,1.0,&
{'Tiffan'},{'Elana '},{'Bob Si'},{'Mariah'},{'Marnie'},{'Dan Ry'},&,1.0,&
{'Dan Ry'},{'Jennif'},{'Debbie'},{'Sameer'},{'Mariah'},{'Michae'},&,1.0,&
{'Marnie'},{'Michel'},,,,,&,1.0,&
{'Dan Ry'},{'James '},{'Will M'},{'Bob Si'},{'Mariah'},{'Michae'},&,1.0,&
{'Tiffan'},{'Michel'},{'Dan Ry'},{'Mariah'},{'Michae'},{'Nabil '},&,1.0,&
{'Michel'},{'Elana '},{'Dan Ry'},{'James '},{'Sameer'},{'Tiffan'},&,1.0,&
{'Nat We'},{'Marnie'},{'Tiffan'},{'Bob Si'},{'Jennif'},{'Nabil '},&,1.0,&
{'Sameer'},{'Michel'},{'Tiffan'},{'Nat We'},{'James '},{'Debbie'},&,1.0,&
{'Elana '},{'Michel'},{'Mariah'},{'Dan Ry'},{'James '},{'Tiffan'},&,1.0,&
{'Dan Ry'},{'Elana '},{'Jonath'},{'Michel'},{'Mariah'},{'Tiffan'},&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},,,,&,1.0,&
{'Dan Ry'},{'Michel'},{'Elana '},,,,&,1.0,&
{'Dan Ry'},{'Michel'},{'Tiffan'},{'Elana '},,,&,1.0,&
{'Dan Ry'},{'Bob Si'},{'Nat We'},{'Mariah'},{'Sam Sa'},,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'Tiffan'},{'Michae'},{'Mariah'},&,1.0,&
{'Jonath'},{'Sameer'},{'Elana '},{'Nat We'},{'Marnie'},{'Jennif'},&,1.0,&
{'Dan Ry'},,,,,,&,1.0,&
{'Bob Si'},{'Michel'},{'Nat We'},{'Dan Ry'},,,&,1.0,&
{'Michae'},{'Dan Ry'},{'James '},{'Chris '},{'Mariah'},{'Debbie'},&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},,,,&,1.0,&
{'Elana '},{'Mariah'},{'Dan Ry'},{'Sameer'},{'Marnie'},{'Tiffan'},&,1.0,&
{'Nat We'},{'Jonath'},{'Will M'},{'Reuben'},,,&,1.0,&
{'Jonath'},,,,,,&,1.0,&
{'Sameer'},{'Tiffan'},{'Nat We'},{'Elana '},{'Michel'},{'Marnie'},&,1.0,&
{'Mariah'},{'Tiffan'},{'Dan Ry'},{'Bob Si'},,,&,1.0,&
{'Bob Si'},{'Dan Ry'},{'Marnie'},,,,&,1.0,&
{'Jonath'},{'Tiffan'},{'Elana '},,,,&,1.0,&
{'Elana '},{'Nat We'},{'Sameer'},{'Michel'},{'Michae'},{'Bob Si'},&,1.0,&
{'Elana '},{'Michae'},{'Bob Si'},,,,&,1.0,&
{'Mariah'},{'Michae'},{'Will M'},{'James '},{'Reuben'},{'Debbie'},&,1.0,&
{'Michae'},{'Tiffan'},,,,,&,1.0,&
{'Dan Ry'},{'Nabil '},{'Tiffan'},{'Sameer'},{'Michae'},{'Bob Si'},&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},{'Jennif'},{'Nat We'},{'Marnie'},&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Elana '},{'James '},{'Michel'},,&,1.0,&
{'Tiffan'},{'Elana '},{'Dan Ry'},{'Mariah'},{'Jonath'},{'Sam Sa'},&,1.0,&
{'Nat We'},,,,,,&,1.0,&
{'Tiffan'},{'Bob Si'},{'Jonath'},{'Dan Ry'},{'Mariah'},,&,1.0,&
{'Tiffan'},{'Jonath'},{'Bob Si'},{'Dan Ry'},{'Mariah'},,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'Michae'},,,&,1.0,&
{'Dan Ry'},{'Michae'},{'Tiffan'},,,,&,1.0,&
{'Dan Ry'},{'Elana '},{'Michel'},{'Tiffan'},{'Sam Sa'},{'Mariah'},&,1.0,&
{'Dan Ry'},{'Sameer'},{'Bob Si'},{'James '},{'Nat We'},{'Tiffan'},&,1.0,&
{'Tiffan'},{'Dan Ry'},{'Elana '},,,,&,1.0,&
{'Sameer'},{'Nat We'},{'Marnie'},{'Chris '},{'Jennif'},{'Jonath'},&,1.0,&
{'Sameer'},{'Michel'},{'Marnie'},{'Nat We'},{'Debbie'},{'Jonath'},&,1.0,&
{'Nat We'},{'Michae'},{'Tiffan'},{'Liz Ta'},{'Laura '},,&,1.0,&
{'Michae'},{'Tiffan'},{'Nabil '},{'Marnie'},{'Bob Si'},,&,1.0,&
{'Tiffan'},{'Elana '},{'Jonath'},{'Michae'},{'Dan Ry'},{'Mariah'},&,1.0,&
{'Dan Ry'},{'Michel'},{'Elana '},{'Bob Si'},{'Marnie'},{'Michae'},&,1.0,&
{'Tiffan'},{'Michae'},{'Nat We'},,,,&,1.0,&
{'Tiffan'},{'Nat We'},{'Michae'},{'Dan Ry'},,,&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},,,,&,1.0,&
{'Michae'},{'Elana '},{'Jonath'},{'Dan Ry'},{'Sameer'},{'Mariah'},&,1.0,&
{'Mariah'},,,,,,&,1.0,&
{'Dan Ry'},{'Elana '},{'Tiffan'},{'Michae'},{'Bob Si'},,&,1.0,&
{'Elana '},{'Marnie'},{'Sameer'},,,,&,1.0,&
{'Mariah'},{'Dan Ry'},{'Elana '},{'Michae'},,,&,1.0,&
{'Nabil '},{'Dan Ry'},{'Tiffan'},{'Elana '},{'Michel'},{'Mariah'},&,1.0,&
{'Nabil '},{'Dan Ry'},{'Tiffan'},{'Elana '},{'Marnie'},{'Michae'},&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},,,,&,1.0,&
{'Bob Si'},{'Marnie'},{'Dan Ry'},{'Liz Ta'},{'Mariah'},{'Michae'},&,1.0,&
{'Michel'},{'Tiffan'},{'Sameer'},{'Nat We'},{'Marnie'},{'Elana '},&,1.0,&
{'Michel'},{'Tiffan'},{'Sameer'},{'Debbie'},{'Marnie'},{'Elana '},&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Nat We'},,,,&,1.0,&
{'Elana '},{'Michel'},{'Dan Ry'},,,,&,1.0,&
{'Dan Ry'},{'Bob Si'},{'Tiffan'},,,,&,1.0,&
{'Tiffan'},,,,,,&,1.0,&
{'Dan Ry'},,,,,,&,1.0,&
{'Dan Ry'},{'Bob Si'},{'Nat We'},{'Tiffan'},,,&,1.0,&
{'Tiffan'},{'Michel'},{'Nat We'},{'Bob Si'},,,&,1.0,&
{'Dan Ry'},{'Michel'},{'Mariah'},{'James '},{'Sameer'},{'Nat We'},&,1.0,&
{'Bob Si'},{'Nabil '},{'Dan Ry'},{'Michel'},{'Tiffan'},{'Mariah'},&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},{'Elana '},{'Jennif'},,&,1.0,&
{'Dan Ry'},{'Reuben'},{'Sam Sa'},{'Mariah'},{'Bob Si'},{'Michae'},&,1.0,&
{'Bob Si'},{'Dan Ry'},{'Nabil '},{'Elana '},{'Mariah'},{'Michae'},&,1.0,&
{'Mariah'},{'Sameer'},{'Michel'},,,,&,1.0,&
{'Nat We'},,,,,,&,1.0,&
{'Nat We'},,,,,,&,1.0,&
{'Mariah'},{'Bob Si'},{'Laura '},{'Liz Ta'},,,&,1.0,&
{'Mariah'},{'Michel'},{'Tiffan'},{'Elana '},{'Dan Ry'},{'Nabil '},&,1.0,&
{'Dan Ry'},{'Elana '},{'James '},{'Michae'},{'Mariah'},,&,1.0,&
{'Dan Ry'},{'Elana '},{'Michel'},{'Nat We'},{'Tiffan'},{'James '},&,1.0,&
{'Dan Ry'},{'Elana '},{'Michel'},{'Michae'},{'Nat We'},{'James '},&,1.0,&
{'Michae'},{'Tiffan'},{'Bob Si'},{'Mariah'},{'Elana '},{'Sameer'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},,,,&,1.0,&
{'Elana '},{'Dan Ry'},,,,,&,1.0,&
{'Elana '},{'Dan Ry'},,,,,&,1.0,&
{'Dan Ry'},{'Bob Si'},{'Tiffan'},{'Nat We'},,,&,1.0,&
{'Sameer'},{'Dan Ry'},{'Tiffan'},{'Chris '},{'Mariah'},,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Reuben'},{'Bob Si'},{'Michae'},,,,&,1.0,&
{'Sameer'},{'Michel'},,,,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'Michae'},{'Mariah'},{'Nat We'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'Michae'},{'Mariah'},{'Nat We'},&,1.0,&
{'Nat We'},{'Marnie'},{'Chris '},{'Tiffan'},{'Michae'},{'Bob Si'},&,1.0,&
{'Elana '},{'Tiffan'},{'Nat We'},{'Debbie'},,,&,1.0,&
{'Dan Ry'},{'Elana '},{'Michel'},{'Mariah'},{'Nat We'},{'Tiffan'},&,1.0,&
{'Michel'},{'Sameer'},{'Tiffan'},{'Nat We'},,,&,1.0,&
{'Nat We'},{'Tiffan'},{'Michel'},{'Sameer'},,,&,1.0,&
{'Tiffan'},{'Elana '},{'Sam Sa'},,,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Dan Ry'},{'Elana '},{'Michel'},{'James '},{'Tiffan'},{'Michae'},&,1.0,&
{'Dan Ry'},{'Elana '},{'Mariah'},,,,&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Mariah'},{'Elana '},{'Bob Si'},,&,1.0,&
{'Dan Ry'},{'Bob Si'},,,,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Dan Ry'},{'Bob Si'},{'Tiffan'},,,,&,1.0,&
{'Tiffan'},{'Jonath'},{'James '},{'Mariah'},,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michae'},{'Michel'},,,&,1.0,&
{'Dan Ry'},{'Michel'},{'Elana '},{'Tiffan'},{'Nat We'},{'Bob Si'},&,1.0,&
{'Bob Si'},{'Michae'},{'Debbie'},{'Laura '},{'Nabil '},{'Mariah'},&,1.0,&
{'Bob Si'},{'Michae'},{'Reuben'},{'Nabil '},{'Marnie'},,&,1.0,&
{'Michel'},{'Nat We'},,,,,&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},{'Elana '},{'Bob Si'},{'Dan Ry'},&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},{'Elana '},{'Bob Si'},{'Dan Ry'},&,1.0,&
{'James '},{'Elana '},{'Dan Ry'},{'Michel'},,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Mariah'},,&,1.0,&
{'James '},{'Tiffan'},{'Elana '},{'Dan Ry'},,,&,1.0,&
{'Jonath'},{'Elana '},{'Nat We'},{'Mariah'},{'Dan Ry'},{'Tiffan'},&,1.0,&
{'Dan Ry'},{'Bob Si'},{'Tiffan'},{'Will M'},,,&,1.0,&
{'Sameer'},{'Mariah'},{'Michae'},{'Will M'},{'Bob Si'},{'Tiffan'},&,1.0,&
{'Tiffan'},{'James '},{'Marnie'},{'Debbie'},{'Elana '},{'Bob Si'},&,1.0,&
{'Jonath'},{'Elana '},{'Nat We'},,,,&,1.0,&
{'Jonath'},{'Elana '},{'Nat We'},{'Mariah'},{'Dan Ry'},{'Tiffan'},&,1.0,&
{'Tiffan'},,,,,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},,,,&,1.0,&
{'Tiffan'},{'Marnie'},{'Nat We'},{'Mariah'},{'Michae'},{'Liz Ta'},&,1.0,&
{'Dan Ry'},{'Jennif'},{'Tiffan'},{'Nat We'},{'Marnie'},{'Nabil '},&,1.0,&
{'Michel'},{'Sameer'},{'Michae'},{'Dan Ry'},,,&,1.0,&
{'Sameer'},{'Michae'},{'Elana '},{'Dan Ry'},{'Michel'},,&,1.0,&
{'Jonath'},{'Chris '},{'Jennif'},,,,&,1.0,&
{'Elana '},{'Michel'},{'James '},,,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},,,,&,1.0,&
{'Dan Ry'},{'James '},{'Michel'},{'Tiffan'},,,&,1.0,&
{'Tiffan'},{'Elana '},{'Sam Sa'},,,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},,,,&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Nabil '},,,,&,1.0,&
{'Elana '},{'Sameer'},{'Michel'},{'Tiffan'},{'Mariah'},{'Laura '},&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Mariah'},{'Nat We'},{'Marnie'},{'Will M'},&,1.0,&
{'Michel'},{'Nat We'},{'Michae'},{'Jonath'},{'Nabil '},{'Sameer'},&,1.0,&
{'Sameer'},{'Michel'},{'Nat We'},{'Tiffan'},{'Debbie'},{'Marnie'},&,1.0,&
{'Bob Si'},{'Michae'},{'Reuben'},{'Nabil '},{'Dan Ry'},{'Mariah'},&,1.0,&
{'Dan Ry'},{'James '},{'Elana '},,,,&,1.0,&
{'Bob Si'},{'Nabil '},,,,,&,1.0,&
{'Michel'},{'Elana '},{'Tiffan'},{'Sameer'},{'Debbie'},{'Bob Si'},&,1.0,&
{'Debbie'},{'Tiffan'},{'Mariah'},{'Elana '},{'Nat We'},{'Marnie'},&,1.0,&
{'Mariah'},{'Tiffan'},{'Bob Si'},{'Marnie'},{'Elana '},{'Nat We'},&,1.0,&
{'Bob Si'},{'Michae'},{'Laura '},{'Reuben'},{'Nabil '},{'Dan Ry'},&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Elana '},{'Sameer'},,,&,1.0,&
{'Michel'},{'Elana '},{'Nat We'},{'Dan Ry'},{'Mariah'},{'Sameer'},&,1.0,&
{'Bob Si'},{'Tiffan'},{'Mariah'},,,,&,1.0,&
{'Dan Ry'},{'Elana '},{'Tiffan'},{'Debbie'},{'Mariah'},,&,1.0,&
{'Elana '},,,,,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},,,&,1.0,&
{'Nat We'},{'Sameer'},,,,,&,1.0,&
{'Elana '},{'Michel'},{'Mariah'},{'Debbie'},{'Dan Ry'},{'Michae'},&,1.0,&
{'Dan Ry'},{'Nabil '},{'Tiffan'},{'Nat We'},{'Reuben'},{'Mariah'},&,1.0,&
{'Nabil '},,,,,,&,1.0,&
{'James '},{'Michae'},{'Sameer'},{'Tiffan'},{'Nabil '},{'Michel'},&,1.0,&
{'Bob Si'},{'Dan Ry'},{'Mariah'},,,,&,1.0,&
{'Dan Ry'},{'Jonath'},{'Nat We'},{'Chris '},{'Laura '},{'Bob Si'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Mariah'},{'Michel'},{'Tiffan'},,&,1.0,&
{'Dan Ry'},{'Mariah'},{'Reuben'},,,,&,1.0,&
{'Michel'},{'Elana '},{'Dan Ry'},{'Tiffan'},{'Sameer'},{'Marnie'},&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Elana '},{'Bob Si'},{'Jonath'},{'Nat We'},&,1.0,&
{'James '},{'Bob Si'},,,,,&,1.0,&
{'Sameer'},{'Michel'},{'Dan Ry'},{'Elana '},{'Jonath'},,&,1.0,&
{'Nat We'},{'Sameer'},{'Michel'},{'Dan Ry'},{'Elana '},,&,1.0,&
{'Reuben'},{'Jonath'},{'Mariah'},{'Nabil '},{'Elana '},{'Marnie'},&,1.0,&
{'Nabil '},{'Elana '},{'Nat We'},{'Sameer'},{'Tiffan'},{'Michae'},&,1.0,&
{'Jonath'},{'Marnie'},{'Jennif'},{'Sameer'},{'Nat We'},{'Tiffan'},&,1.0,&
{'Jonath'},{'Marnie'},{'Jennif'},{'Sameer'},{'Nat We'},{'Tiffan'},&,1.0,&
{'Elana '},{'Nat We'},{'Dan Ry'},{'Michel'},{'Mariah'},{'James '},&,1.0,&
{'Elana '},{'Mariah'},{'Michel'},{'Dan Ry'},{'James '},{'Nat We'},&,1.0,&
{'Michel'},{'Sameer'},{'Nat We'},{'Marnie'},{'Jonath'},{'Mariah'},&,1.0,&
{'Tiffan'},{'Dan Ry'},{'Michae'},{'Mariah'},{'Will M'},{'Nat We'},&,1.0,&
{'Dan Ry'},{'Elana '},{'Nat We'},{'Michel'},{'Michae'},,&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},,,,&,1.0,&
{'Dan Ry'},{'Michel'},{'Michae'},{'Tiffan'},{'Nat We'},{'Marnie'},&,1.0,&
{'Elana '},{'Dan Ry'},{'James '},{'Mariah'},{'Michae'},{'Nabil '},&,1.0,&
{'Elana '},{'Dan Ry'},{'James '},{'Mariah'},{'Michae'},{'Michel'},&,1.0,&
{'Elana '},{'Michel'},{'Dan Ry'},{'Sameer'},{'Debbie'},{'Michae'},&,1.0,&
{'Michel'},{'Nat We'},{'Nabil '},{'Marnie'},{'Elana '},{'Tiffan'},&,1.0,&
{'Elana '},{'Michel'},{'Dan Ry'},{'Sameer'},{'Debbie'},{'Michae'},&,1.0,&
{'Dan Ry'},{'Nat We'},{'Tiffan'},,,,&,1.0,&
{'Jonath'},{'Tiffan'},{'Sameer'},{'Bob Si'},{'Michae'},,&,1.0,&
{'Nat We'},{'Elana '},{'Mariah'},{'Laura '},{'Sam Sa'},{'Jonath'},&,1.0,&
{'Elana '},{'Sameer'},{'Jonath'},{'Jennif'},{'Chris '},,&,1.0,&
{'Elana '},{'Sameer'},{'Jonath'},{'Jennif'},{'Chris '},,&,1.0,&
{'Dan Ry'},{'James '},{'Mariah'},{'Michel'},{'Elana '},{'Debbie'},&,1.0,&
{'Nat We'},{'Dan Ry'},{'Mariah'},{'Bob Si'},{'Marnie'},{'Nabil '},&,1.0,&
{'Dan Ry'},{'Elana '},{'Mariah'},,,,&,1.0,&
{'Michae'},,,,,,&,1.0,&
{'Dan Ry'},{'Marnie'},,,,,&,1.0,&
{'Michel'},{'Sameer'},{'Jonath'},,,,&,1.0,&
{'Debbie'},{'Nat We'},{'James '},{'Dan Ry'},{'Mariah'},,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'Mariah'},{'Nat We'},{'James '},&,1.0,&
{'Sameer'},{'Michel'},{'Jonath'},{'Nat We'},{'Marnie'},{'Elana '},&,1.0,&
{'Mariah'},{'Bob Si'},{'Michae'},{'Tiffan'},{'Elana '},{'Nabil '},&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Nat We'},{'Michel'},{'Elana '},,&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Nat We'},{'Michel'},{'Elana '},,&,1.0,&
{'Elana '},{'Michel'},{'Debbie'},{'Nat We'},{'Sameer'},{'Marnie'},&,1.0,&
{'Michel'},{'Dan Ry'},,,,,&,1.0,&
{'Dan Ry'},{'Will M'},{'Laura '},{'Liz Ta'},{'Sameer'},,&,1.0,&
{'Dan Ry'},{'Mariah'},{'Tiffan'},,,,&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Bob Si'},{'Mariah'},{'James '},{'Nat We'},&,1.0,&
{'Bob Si'},{'Dan Ry'},{'Michel'},{'Nat We'},{'Mariah'},{'Nabil '},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Nat We'},{'James '},{'Elana '},,&,1.0,&
{'Marnie'},{'Jonath'},{'Elana '},{'Michel'},{'Nat We'},{'Sameer'},&,1.0,&
{'Bob Si'},{'Will M'},{'James '},,,,&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Elana '},{'Bob Si'},{'Jonath'},{'Nat We'},&,1.0,&
{'Tiffan'},{'Marnie'},{'Jonath'},,,,&,1.0,&
{'Dan Ry'},,,,,,&,1.0,&
{'Michel'},{'Tiffan'},{'Nat We'},,,,&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Dan Ry'},{'Elana '},{'Tiffan'},{'Debbie'},{'Mariah'},,&,1.0,&
{'Jonath'},{'Tiffan'},{'Marnie'},{'James '},{'Mariah'},{'Michel'},&,1.0,&
{'Elana '},{'Dan Ry'},{'James '},{'Michel'},{'Mariah'},{'Michae'},&,1.0,&
{'Dan Ry'},{'Elana '},{'Tiffan'},{'Michae'},{'Mariah'},{'Nat We'},&,1.0,&
{'Bob Si'},{'Tiffan'},,,,,&,1.0,&
{'Tiffan'},{'Dan Ry'},{'Nabil '},{'Jennif'},{'Marnie'},{'Nat We'},&,1.0,&
{'Dan Ry'},{'Bob Si'},{'Tiffan'},{'Mariah'},{'Michae'},{'Will M'},&,1.0,&
{'Nabil '},{'Dan Ry'},{'Debbie'},{'Jonath'},{'Elana '},{'Jennif'},&,1.0,&
{'Elana '},{'Dan Ry'},{'Michel'},{'James '},{'Michae'},{'Mariah'},&,1.0,&
{'Tiffan'},{'Marnie'},{'Nat We'},{'Mariah'},{'Michae'},{'Liz Ta'},&,1.0,&
{'Elana '},{'Tiffan'},{'Debbie'},{'Dan Ry'},,,&,1.0,&
{'Bob Si'},{'Michae'},{'Dan Ry'},,,,&,1.0,&
{'Jonath'},{'Mariah'},{'Tiffan'},{'Nat We'},{'Dan Ry'},{'Sameer'},&,1.0,&
{'Mariah'},{'Marnie'},{'Nat We'},,,,&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Jonath'},{'Michae'},{'Nat We'},{'Elana '},&,1.0,&
{'Sameer'},{'Nat We'},{'Jennif'},{'Jonath'},{'Mariah'},{'Bob Si'},&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Michel'},{'Elana '},{'Mariah'},{'Bob Si'},&,1.0,&
{'Elana '},{'Mariah'},{'Michel'},,,,&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Elana '},{'James '},{'Michel'},{'Nat We'},&,1.0,&
{'Jonath'},{'Dan Ry'},{'Elana '},,,,&,1.0,&
{'Mariah'},{'Elana '},{'Tiffan'},{'Jonath'},{'Dan Ry'},{'Bob Si'},&,1.0,&
{'Nat We'},{'Elana '},{'Mariah'},{'Sameer'},{'Tiffan'},{'Marnie'},&,1.0,&
{'Dan Ry'},{'Tiffan'},{'Michae'},{'Bob Si'},{'Jonath'},,&,1.0,&
{'Dan Ry'},{'Michel'},{'Elana '},{'Bob Si'},,,&,1.0,&
{'Jonath'},{'Michel'},{'Elana '},{'Tiffan'},{'Bob Si'},{'Debbie'},&,1.0,&
{'Dan Ry'},{'Nat We'},{'Elana '},{'Mariah'},{'Bob Si'},{'Nabil '},&,1.0,&
{'Dan Ry'},{'Sam Sa'},{'Nat We'},{'James '},{'Mariah'},{'Bob Si'},&,1.0,&
{'Sameer'},{'Tiffan'},{'Elana '},{'Michae'},{'Michel'},,&,1.0,&
{'Mariah'},{'Bob Si'},{'Will M'},,,,&,1.0,&
{'Elana '},{'Mariah'},{'Tiffan'},{'Nat We'},{'Michel'},{'Marnie'},&,1.0,&
{'Dan Ry'},{'Michae'},{'Mariah'},,,,&,1.0,&
{'Tiffan'},{'Dan Ry'},{'Nat We'},{'Jonath'},,,&,1.0,&
{'Dan Ry'},{'Elana '},{'James '},{'Mariah'},{'Bob Si'},,&,1.0,&
{'Sameer'},{'Michel'},{'Elana '},,,,&,1.0,&
{'Nat We'},{'Dan Ry'},{'Michae'},,,,&,1.0,&
{'Dan Ry'},{'Michae'},{'Marnie'},{'Michel'},{'Mariah'},{'Nat We'},&,1.0,&
{'Elana '},{'Sameer'},{'Jonath'},{'Jennif'},{'Chris '},,&,1.0,&
{'Bob Si'},{'Will M'},{'Tiffan'},,,,&,1.0,&
{'Marnie'},{'Elana '},{'Jonath'},{'Sameer'},{'Michel'},{'Michae'},&,1.0,&
{'Elana '},{'Jonath'},{'Mariah'},,,,&,1.0,&
{'Jonath'},{'Chris '},{'Nat We'},{'Elana '},{'Marnie'},,&,1.0,&
{'Sameer'},{'Michel'},{'Elana '},,,,&,1.0,&
